,carrier_code,flight_number,origin_airport,destination_airport,date,scheduled_elapsed_time,tail_number,departure_delay,arrival_delay,delay_carrier,delay_weather,delay_national_aviation_system,delay_security,delay_late_aircarft_arrival,cancelled_code,year,month,day,weekday,scheduled_departure_dt,scheduled_arrival_dt,actual_departure_dt,actual_arrival_dt,STATION_x,HourlyDryBulbTemperature_x,HourlyPrecipitation_x,HourlyStationPressure_x,HourlyVisibility_x,HourlyWindSpeed_x,STATION_y,HourlyDryBulbTemperature_y,HourlyPrecipitation_y,HourlyStationPressure_y,HourlyVisibility_y,HourlyWindSpeed_y
27043,AA,3777,DFW,LEX,2019-06-02,134,N250NN,4,-5,0,0,0,0,0,N,2019,6,2,6,2019-06-02 10:25:00,2019-06-02 13:39:00,2019-06-02 10:29:00,2019-06-02 13:34:00,72259003927.0,77.0,0.0,29.33,10.0,7.0,72422093820.0,81.0,0.0,28.81,10.0,9.0
139071,AA,3341,ORD,RDU,2019-06-07,120,N228NN,0,3,0,0,0,0,0,N,2019,6,7,4,2019-06-07 06:55:00,2019-06-07 09:55:00,2019-06-07 06:55:00,2019-06-07 09:58:00,72530094846.0,63.0,0.0,29.25,10.0,6.0,72306013722.0,78.0,0.0,29.4,9.0,8.0
135977,AA,4090,PIA,ORD,2019-06-07,69,N693AE,-8,-20,0,0,0,0,0,N,2019,6,7,4,2019-06-07 06:19:00,2019-06-07 07:28:00,2019-06-07 06:11:00,2019-06-07 07:08:00,72532014842.0,67.0,0.0,29.19,8.0,10.0,72530094846.0,68.0,0.0,29.26,10.0,6.0
540945,F9,382,ELP,DEN,2019-06-24,115,N941FR,5,10,0,0,0,0,0,N,2019,6,24,0,2019-06-24 12:30:00,2019-06-24 14:25:00,2019-06-24 12:35:00,2019-06-24 14:35:00,72270023044.0,93.0,0.0,25.96,10.0,5.0,72565003017.0,79.0,0.0,24.51,10.0,5.0
542037,B6,1078,LAS,BOS,2019-06-24,311,N988JT,-10,-27,0,0,0,0,0,N,2019,6,24,0,2019-06-24 07:00:00,2019-06-24 15:11:00,2019-06-24 06:50:00,2019-06-24 14:44:00,72386023169.0,81.0,0.0,27.61,10.0,0.0,72509014739.0,74.0,0.0,29.79,10.0,17.0
19590,AA,3011,FSD,ORD,2019-06-02,106,N703SK,-2,-16,0,0,0,0,0,N,2019,6,2,6,2019-06-02 05:48:00,2019-06-02 07:34:00,2019-06-02 05:46:00,2019-06-02 07:18:00,72651014944.0,50.0,0.0,28.53,10.0,0.0,72530094846.0,62.0,0.0,29.22,10.0,8.0
333716,AS,71,SEA,JNU,2019-06-15,155,N618AS,0,-7,0,0,0,0,0,N,2019,6,15,5,2019-06-15 14:35:00,2019-06-15 16:10:00,2019-06-15 14:35:00,2019-06-15 16:03:00,72793024233.0,73.0,0.0,29.59,10.0,10.0,70381025309.0,55.0,0.04,29.96,7.0,7.0
85854,HA,575,OGG,HNL,2019-06-04,37,N485HA,-8,-8,0,0,0,0,0,N,2019,6,4,1,2019-06-04 21:50:00,2019-06-04 22:27:00,2019-06-04 21:42:00,2019-06-04 22:19:00,91190022516.0,77.0,0.0,29.98,10.0,9.0,91182022521.0,76.0,0.0,30.04,10.0,5.0
81986,AA,357,LGA,ORD,2019-06-04,179,N951NN,57,44,29,0,0,0,15,N,2019,6,4,1,2019-06-04 17:30:00,2019-06-04 19:29:00,2019-06-04 18:27:00,2019-06-04 20:13:00,72503014732.0,71.0,0.0,29.98,10.0,5.0,72530094846.0,78.0,0.0,29.04,10.0,7.0
10288,UA,4911,DCA,EWR,2019-06-01,94,N11193,23,27,22,0,4,0,1,N,2019,6,1,5,2019-06-01 14:30:00,2019-06-01 16:04:00,2019-06-01 14:53:00,2019-06-01 16:31:00,72405013743.0,86.0,0.0,29.73,10.0,3.0,72502014734.0,74.0,0.0,29.75,10.0,8.0
305563,DL,2053,MKE,MSP,2019-06-14,73,N955AT,0,-9,0,0,0,0,0,N,2019,6,14,4,2019-06-14 10:57:00,2019-06-14 12:10:00,2019-06-14 10:57:00,2019-06-14 12:01:00,72640014839.0,75.0,0.0,29.16,10.0,25.0,72658014922.0,80.0,0.0,28.76,10.0,14.0
484477,DL,2577,JFK,AUS,2019-06-21,265,N336NW,26,12,0,0,0,0,0,N,2019,6,21,4,2019-06-21 19:29:00,2019-06-21 22:54:00,2019-06-21 19:55:00,2019-06-21 23:06:00,74486094789.0,74.0,0.0,29.75,10.0,15.0,72254013904.0,83.0,0.0,29.38,10.0,10.0
248102,B6,1217,BOS,JFK,2019-06-11,83,N193JB,-13,-29,0,0,0,0,0,N,2019,6,11,1,2019-06-11 21:10:00,2019-06-11 22:33:00,2019-06-11 20:57:00,2019-06-11 22:04:00,72509014739.0,70.0,0.0,29.96,10.0,11.0,74486094789.0,67.0,0.0,30.06,10.0,15.0
260587,DL,5993,LGA,BOS,2019-06-12,86,N212JQ,6,-8,0,0,0,0,0,N,2019,6,12,2,2019-06-12 12:59:00,2019-06-12 14:25:00,2019-06-12 13:05:00,2019-06-12 14:17:00,72503014732.0,73.0,0.0,30.14,10.0,10.0,72509014739.0,72.0,0.0,30.11,10.0,16.0
88030,F9,614,DEN,MIA,2019-06-04,232,N722FR,-2,-11,0,0,0,0,0,N,2019,6,4,1,2019-06-04 23:59:00,2019-06-05 05:51:00,2019-06-04 23:57:00,2019-06-05 05:40:00,72565003017.0,55.0,0.0,24.67,10.0,6.0,72202012839.0,82.0,0.0,29.99,10.0,0.0
499042,UA,3962,OMA,ORD,2019-06-22,107,N457AW,-8,-15,0,0,0,0,0,N,2019,6,22,5,2019-06-22 15:21:00,2019-06-22 17:08:00,2019-06-22 15:13:00,2019-06-22 16:53:00,72550014942.0,79.0,0.0,28.84,10.0,10.0,72530094846.0,78.0,0.0,29.27,10.0,15.0
47754,AA,5637,CLT,CLE,2019-06-03,107,N551NN,-6,-14,0,0,0,0,0,N,2019,6,3,0,2019-06-03 09:45:00,2019-06-03 11:32:00,2019-06-03 09:39:00,2019-06-03 11:18:00,72314013881.0,82.0,0.0,29.18,7.0,9.0,72524014820.0,58.0,0.0,29.32,10.0,10.0
42277,AA,5678,HPN,DCA,2019-06-03,64,N253PS,56,57,56,0,1,0,0,N,2019,6,3,0,2019-06-03 06:10:00,2019-06-03 07:24:00,2019-06-03 07:06:00,2019-06-03 08:11:00,72503794745.0,57.0,0.0,29.42,10.0,11.0,72405013743.0,69.0,0.0,29.9,10.0,5.0
174657,AA,5194,MYR,PHL,2019-06-08,108,N571NN,-3,-8,0,0,0,0,0,N,2019,6,8,5,2019-06-08 17:55:00,2019-06-08 19:43:00,2019-06-08 17:52:00,2019-06-08 19:35:00,74791013717.0,77.0,0.01,29.88,10.0,9.0,72408013739.0,69.0,0.0,30.15,10.0,14.0
619277,AA,4515,PHL,DCA,2019-06-27,73,N434YX,0,55,0,0,55,0,0,N,2019,6,27,3,2019-06-27 17:47:00,2019-06-27 19:00:00,2019-06-27 17:47:00,2019-06-27 19:55:00,72408013739.0,89.0,0.0,30.08,10.0,8.0,72405013743.0,78.0,0.0,30.08,10.0,7.0
247885,DL,2009,MCO,IND,2019-06-11,145,N927AT,-5,-11,0,0,0,0,0,N,2019,6,11,1,2019-06-11 19:55:00,2019-06-11 22:20:00,2019-06-11 19:50:00,2019-06-11 22:09:00,72205012815.0,79.0,0.0,29.87,10.0,0.0,72438093819.0,66.0,0.0,29.24,10.0,9.0
33505,UA,1241,LAX,IAH,2019-06-02,194,N420UA,12,15,7,0,3,0,5,N,2019,6,2,6,2019-06-02 13:08:00,2019-06-02 18:22:00,2019-06-02 13:20:00,2019-06-02 18:37:00,72295023174.0,65.0,0.0,29.58,10.0,10.0,72243012960.0,90.0,0.0,29.76,10.0,14.0
241224,B6,2638,BQN,JFK,2019-06-11,235,N661JB,-6,-26,0,0,0,0,0,N,2019,6,11,1,2019-06-11 13:34:00,2019-06-11 17:29:00,2019-06-11 13:28:00,2019-06-11 17:03:00,78514011603.0,86.0,,29.84,10.0,15.0,74486094789.0,76.0,0.0,29.96,10.0,25.0
643961,WN,467,LAX,RNO,2019-06-28,80,N754SW,-3,-18,0,0,0,0,0,N,2019,6,28,4,2019-06-28 17:55:00,2019-06-28 19:15:00,2019-06-28 17:52:00,2019-06-28 18:57:00,72295023174.0,68.0,0.0,29.61,10.0,13.0,72488023185.0,71.0,0.0,25.61,10.0,14.0
576747,WN,743,MSP,MDW,2019-06-25,85,N747SA,11,2,0,0,0,0,0,N,2019,6,25,1,2019-06-25 21:35:00,2019-06-25 23:00:00,2019-06-25 21:46:00,2019-06-25 23:02:00,72658014922.0,73.0,0.0,29.0,10.0,3.0,72534014819.0,76.0,0.0,29.27,10.0,7.0
389452,AA,2201,LAX,JFK,2019-06-17,342,N107NN,-5,-15,0,0,0,0,0,N,2019,6,17,0,2019-06-17 15:00:00,2019-06-17 23:42:00,2019-06-17 14:55:00,2019-06-17 23:27:00,72295023174.0,68.0,0.0,29.54,10.0,9.0,74486094789.0,67.0,0.0,29.98,10.0,6.0
181040,B6,2324,MCO,DCA,2019-06-09,126,N247JB,2,-9,0,0,0,0,0,N,2019,6,9,6,2019-06-09 06:25:00,2019-06-09 08:31:00,2019-06-09 06:27:00,2019-06-09 08:22:00,72205012815.0,78.0,0.0,29.85,10.0,8.0,72405013743.0,72.0,0.0,30.1,10.0,11.0
229147,UA,4286,LRD,IAH,2019-06-11,76,N11109,-5,-13,0,0,0,0,0,N,2019,6,11,1,2019-06-11 07:30:00,2019-06-11 08:46:00,2019-06-11 07:25:00,2019-06-11 08:33:00,72252012907.0,78.0,0.0,29.58,10.0,7.0,72243012960.0,77.0,0.0,30.01,10.0,9.0
357558,DL,5846,SLC,STL,2019-06-16,177,N636CZ,-3,0,0,0,0,0,0,N,2019,6,16,6,2019-06-16 13:55:00,2019-06-16 17:52:00,2019-06-16 13:52:00,2019-06-16 17:52:00,72572024127.0,82.0,0.0,25.65,10.0,8.0,72434013994.0,83.0,0.0,29.04,10.0,5.0
633797,WN,4570,ATL,DEN,2019-06-28,195,N8653A,-1,-16,0,0,0,0,0,N,2019,6,28,4,2019-06-28 10:45:00,2019-06-28 12:00:00,2019-06-28 10:44:00,2019-06-28 11:44:00,72219013874.0,84.0,0.0,29.13,10.0,8.0,72565003017.0,94.0,0.0,24.71,10.0,0.0
429767,WN,6617,STL,PHX,2019-06-19,190,N8554X,13,1,0,0,0,0,0,N,2019,6,19,2,2019-06-19 17:00:00,2019-06-19 18:10:00,2019-06-19 17:13:00,2019-06-19 18:11:00,72434013994.0,80.0,0.0,28.89,10.0,9.0,72278023183.0,101.0,0.0,28.59,10.0,8.0
500414,AA,2608,ORD,PHL,2019-06-22,132,N663AW,2,5,0,0,0,0,0,N,2019,6,22,5,2019-06-22 15:05:00,2019-06-22 18:17:00,2019-06-22 15:07:00,2019-06-22 18:22:00,72530094846.0,78.0,0.0,29.29,10.0,15.0,72408013739.0,80.0,0.0,29.92,10.0,14.0
464504,DL,2758,MKE,DTW,2019-06-21,73,N813DN,-1,-10,0,0,0,0,0,N,2019,6,21,4,2019-06-21 06:25:00,2019-06-21 08:38:00,2019-06-21 06:24:00,2019-06-21 08:28:00,72640014839.0,62.0,0.0,29.27,10.0,10.0,72537094847.0,68.0,0.0,29.26,10.0,7.0
618196,AA,6064,LAX,RNO,2019-06-27,87,N208AN,-2,-12,0,0,0,0,0,N,2019,6,27,3,2019-06-27 16:44:00,2019-06-27 18:11:00,2019-06-27 16:42:00,2019-06-27 17:59:00,72295023174.0,69.0,0.0,29.61,10.0,17.0,72488023185.0,72.0,0.0,25.57,10.0,17.0
449732,DL,7416,MSP,RHI,2019-06-20,63,N437SW,-5,-19,0,0,0,0,0,N,2019,6,20,3,2019-06-20 14:20:00,2019-06-20 15:23:00,2019-06-20 14:15:00,2019-06-20 15:04:00,72658014922.0,68.0,0.0,28.92,10.0,10.0,72741504803.0,73.0,0.0,28.15,10.0,6.0
430541,AA,1242,DFW,MCO,2019-06-19,163,N190UW,55,139,55,0,84,0,0,N,2019,6,19,2,2019-06-19 15:04:00,2019-06-19 18:47:00,2019-06-19 15:59:00,2019-06-19 21:06:00,72259003927.0,95.0,0.0,29.06,10.0,18.0,72205012815.0,73.0,0.04,29.91,10.0,7.0
563724,WN,1984,CMH,BWI,2019-06-25,85,N280WN,1,-16,0,0,0,0,0,N,2019,6,25,1,2019-06-25 12:05:00,2019-06-25 13:30:00,2019-06-25 12:06:00,2019-06-25 13:14:00,72428014821.0,80.0,0.0,29.13,10.0,16.0,72406093721.0,89.0,0.0,29.71,10.0,11.0
207490,AA,846,DFW,LAX,2019-06-10,215,N914UY,1,19,1,0,18,0,0,N,2019,6,10,0,2019-06-10 08:55:00,2019-06-10 10:30:00,2019-06-10 08:56:00,2019-06-10 10:49:00,72259003927.0,73.0,0.0,29.63,10.0,17.0,72295023174.0,79.0,0.0,29.65,8.0,14.0
191936,DL,1055,DTW,MSP,2019-06-09,113,N312US,1,-17,0,0,0,0,0,N,2019,6,9,6,2019-06-09 15:45:00,2019-06-09 16:38:00,2019-06-09 15:46:00,2019-06-09 16:21:00,72537094847.0,77.0,0.0,29.3,10.0,7.0,72658014922.0,65.0,0.0,29.21,10.0,14.0
47217,DL,2791,ATL,DFW,2019-06-03,141,N326US,158,149,149,0,0,0,0,N,2019,6,3,0,2019-06-03 09:50:00,2019-06-03 11:11:00,2019-06-03 12:28:00,2019-06-03 13:40:00,72219013874.0,83.0,0.0,28.93,10.0,8.0,72259003927.0,89.0,0.0,29.32,10.0,11.0
662189,B6,1036,SJU,STT,2019-06-29,35,N649JB,56,53,6,0,0,0,47,N,2019,6,29,5,2019-06-29 15:29:00,2019-06-29 16:04:00,2019-06-29 16:25:00,2019-06-29 16:57:00,78526011641.0,88.0,0.0,30.05,10.0,18.0,78543011640.0,89.0,0.0,30.03,10.0,17.0
291842,UA,492,LAS,DEN,2019-06-13,123,N808UA,-7,68,0,0,68,0,0,N,2019,6,13,3,2019-06-13 16:30:00,2019-06-13 19:33:00,2019-06-13 16:23:00,2019-06-13 20:41:00,72386023169.0,102.0,0.0,27.42,10.0,16.0,72565003017.0,73.0,0.0,24.57,10.0,24.0
305351,WN,2374,TUL,HOU,2019-06-14,90,N7827A,-2,5,0,0,0,0,0,N,2019,6,14,4,2019-06-14 10:30:00,2019-06-14 12:00:00,2019-06-14 10:28:00,2019-06-14 12:05:00,72356013968.0,74.0,0.0,29.22,10.0,22.0,72244012918.0,89.0,0.0,29.99,10.0,13.0
352435,UA,5459,SFO,LAX,2019-06-16,102,N108SY,-3,-12,0,0,0,0,0,N,2019,6,16,6,2019-06-16 12:30:00,2019-06-16 14:12:00,2019-06-16 12:27:00,2019-06-16 14:00:00,72494023234.0,65.0,0.0,29.86,10.0,16.0,72295023174.0,69.0,0.0,29.53,10.0,11.0
87836,WN,1065,MDW,CMH,2019-06-04,70,N7863A,19,5,0,0,0,0,0,N,2019,6,4,1,2019-06-04 22:55:00,2019-06-05 01:05:00,2019-06-04 23:14:00,2019-06-05 01:10:00,72534014819.0,76.0,0.0,29.09,10.0,10.0,72428014821.0,68.0,0.0,29.04,10.0,5.0
178192,AA,2390,DFW,LAS,2019-06-08,169,N167AN,-3,-1,0,0,0,0,0,N,2019,6,8,5,2019-06-08 22:24:00,2019-06-08 23:13:00,2019-06-08 22:21:00,2019-06-08 23:12:00,72259003927.0,79.0,0.0,29.18,10.0,5.0,72386023169.0,83.0,0.0,27.74,10.0,17.0
277569,UA,1093,DEN,LAX,2019-06-13,147,N63820,-4,-5,0,0,0,0,0,N,2019,6,13,3,2019-06-13 08:00:00,2019-06-13 09:27:00,2019-06-13 07:56:00,2019-06-13 09:22:00,72565003017.0,67.0,0.0,24.63,10.0,5.0,72295023174.0,64.0,0.0,29.62,8.0,9.0
397324,DL,6303,DTW,MHT,2019-06-18,106,N355CA,32,18,18,0,0,0,0,N,2019,6,18,1,2019-06-18 10:05:00,2019-06-18 11:51:00,2019-06-18 10:37:00,2019-06-18 12:09:00,72537094847.0,69.0,0.0,29.27,10.0,5.0,74394514710.0,70.0,0.0,29.7,10.0,3.0
552732,AS,694,SEA,GEG,2019-06-24,65,N579AS,-4,2,0,0,0,0,0,N,2019,6,24,0,2019-06-24 21:45:00,2019-06-24 22:50:00,2019-06-24 21:41:00,2019-06-24 22:52:00,72793024233.0,58.0,0.0,29.47,10.0,7.0,72785024157.0,57.0,0.0,27.41,10.0,6.0
6636,AA,2695,DFW,DCA,2019-06-01,183,N996AN,200,173,10,0,0,0,163,N,2019,6,1,5,2019-06-01 08:55:00,2019-06-01 12:58:00,2019-06-01 12:15:00,2019-06-01 15:51:00,72259003927.0,80.0,0.0,29.34,10.0,3.0,72405013743.0,85.0,0.0,29.74,10.0,0.0
208320,NK,634,DFW,DTW,2019-06-10,164,N515NK,1,-8,0,0,0,0,0,N,2019,6,10,0,2019-06-10 07:20:00,2019-06-10 11:04:00,2019-06-10 07:21:00,2019-06-10 10:56:00,72259003927.0,69.0,0.0,29.61,10.0,18.0,72537094847.0,69.0,0.0,29.15,9.0,11.0
97449,DL,1277,TPA,CVG,2019-06-05,128,N3745B,2,-2,0,0,0,0,0,N,2019,6,5,2,2019-06-05 11:55:00,2019-06-05 14:03:00,2019-06-05 11:57:00,2019-06-05 14:01:00,72211012842.0,87.0,0.0,30.02,10.0,10.0,72421093814.0,77.0,0.0,28.87,8.0,8.0
221266,UA,5275,DEN,TUS,2019-06-10,134,N916SW,51,29,29,0,0,0,0,N,2019,6,10,0,2019-06-10 19:00:00,2019-06-10 20:14:00,2019-06-10 19:51:00,2019-06-10 20:43:00,72565003017.0,68.0,0.0,24.7,10.0,13.0,72274023160.0,92.0,0.0,27.4,10.0,21.0
288453,UA,991,EWR,MCO,2019-06-13,176,N48127,-6,0,0,0,0,0,0,N,2019,6,13,3,2019-06-13 14:15:00,2019-06-13 17:11:00,2019-06-13 14:09:00,2019-06-13 17:11:00,72502014734.0,67.0,0.0,29.7,10.0,13.0,72205012815.0,77.0,0.04,29.93,10.0,0.0
142792,AA,5272,TLH,CLT,2019-06-07,94,N577NN,-4,11,0,0,0,0,0,N,2019,6,7,4,2019-06-07 10:59:00,2019-06-07 12:33:00,2019-06-07 10:55:00,2019-06-07 12:44:00,72214093805.0,82.0,0.0,29.79,10.0,15.0,72314013881.0,73.0,0.26,29.03,1.75,10.0
386679,UA,3774,ORD,RAP,2019-06-17,152,N458AW,22,-3,0,0,0,0,0,N,2019,6,17,0,2019-06-17 19:50:00,2019-06-17 21:22:00,2019-06-17 20:12:00,2019-06-17 21:19:00,72530094846.0,61.0,0.0,29.26,10.0,7.0,72662024090.0,54.0,0.0,26.81,10.0,3.0
233384,DL,3505,JFK,BOS,2019-06-11,76,N276SY,0,8,0,0,0,0,0,N,2019,6,11,1,2019-06-11 10:30:00,2019-06-11 11:46:00,2019-06-11 10:30:00,2019-06-11 11:54:00,74486094789.0,71.0,0.0,29.88,10.0,22.0,72509014739.0,74.0,0.0,29.74,10.0,17.0
404920,G4,2309,SFB,FWA,2019-06-18,133,323NV,11,19,0,11,8,0,0,N,2019,6,18,1,2019-06-18 15:11:00,2019-06-18 17:24:00,2019-06-18 15:22:00,2019-06-18 17:43:00,72205712854.0,80.0,0.0,29.94,10.0,7.0,72533014827.0,83.0,0.0,28.99,10.0,5.0
608474,AA,2211,ORD,RSW,2019-06-27,171,N912AN,12,5,0,0,0,0,0,N,2019,6,27,3,2019-06-27 07:25:00,2019-06-27 11:16:00,2019-06-27 07:37:00,2019-06-27 11:21:00,72530094846.0,76.0,0.0,29.44,10.0,5.0,72210812894.0,89.0,0.17,30.07,10.0,6.0
542136,UA,4550,DEN,SMF,2019-06-24,160,N171GJ,-3,-3,0,0,0,0,0,N,2019,6,24,0,2019-06-24 13:37:00,2019-06-24 15:17:00,2019-06-24 13:34:00,2019-06-24 15:14:00,72565003017.0,78.0,0.0,24.52,10.0,0.0,72483993225.0,93.0,0.0,29.72,10.0,7.0
405033,B6,1115,BOS,DFW,2019-06-18,253,N794JB,-6,-20,0,0,0,0,0,N,2019,6,18,1,2019-06-18 14:15:00,2019-06-18 17:28:00,2019-06-18 14:09:00,2019-06-18 17:08:00,72509014739.0,65.0,0.05,29.91,0.75,6.0,72259003927.0,90.0,0.0,29.16,10.0,5.0
395134,UA,4819,IAD,LEX,2019-06-18,95,N451AW,91,80,80,0,0,0,0,N,2019,6,18,1,2019-06-18 08:45:00,2019-06-18 10:20:00,2019-06-18 10:16:00,2019-06-18 11:40:00,72403093738.0,78.0,0.0,29.59,10.0,0.0,72422093820.0,70.0,0.0,28.93,10.0,8.0
