,carrier_code,flight_number,origin_airport,destination_airport,date,scheduled_elapsed_time,tail_number,departure_delay,arrival_delay,delay_carrier,delay_weather,delay_national_aviation_system,delay_security,delay_late_aircarft_arrival,cancelled_code,year,month,day,weekday,scheduled_departure_dt,scheduled_arrival_dt,actual_departure_dt,actual_arrival_dt,STATION_x,HourlyDryBulbTemperature_x,HourlyPrecipitation_x,HourlyStationPressure_x,HourlyVisibility_x,HourlyWindSpeed_x,STATION_y,HourlyDryBulbTemperature_y,HourlyPrecipitation_y,HourlyStationPressure_y,HourlyVisibility_y,HourlyWindSpeed_y
175367,B6,426,TPA,JFK,2019-10-08,171,N562JB,77,53,0,0,16,0,37,N,2019,10,8,1,2019-10-08 17:39:00,2019-10-08 20:30:00,2019-10-08 18:56:00,2019-10-08 21:23:00,72211012842.0,76.0,0.18,29.88,10.0,7.0,74486094789.0,59.0,0.0,30.19,10.0,13.0
137252,NK,259,ACY,FLL,2019-10-07,165,N521NK,-10,-19,0,0,0,0,0,N,2019,10,7,0,2019-10-07 07:00:00,2019-10-07 09:45:00,2019-10-07 06:50:00,2019-10-07 09:26:00,72407093730.0,71.0,0.0,30.13,10.0,9.0,74783012849.0,84.0,0.0,29.85,10.0,14.0
577005,AA,210,MIA,PHX,2019-10-26,289,N830NN,-6,-24,0,0,0,0,0,N,2019,10,26,5,2019-10-26 14:20:00,2019-10-26 16:09:00,2019-10-26 14:14:00,2019-10-26 15:45:00,72202012839.0,87.0,0.0,29.9,10.0,11.0,72278023183.0,84.0,0.0,28.59,10.0,3.0
320673,UA,5410,DEN,SBP,2019-10-15,162,N780SK,23,5,0,0,0,0,0,N,2019,10,15,1,2019-10-15 09:21:00,2019-10-15 11:03:00,2019-10-15 09:44:00,2019-10-15 11:08:00,72565003017.0,46.0,0.0,24.78,10.0,8.0,72289793206.0,68.0,0.0,29.82,10.0,15.0
452011,AA,3305,BTR,DFW,2019-10-21,93,N265NN,10,25,10,0,15,0,0,N,2019,10,21,0,2019-10-21 07:03:00,2019-10-21 08:36:00,2019-10-21 07:13:00,2019-10-21 09:01:00,72232013970.0,76.0,0.01,29.75,10.0,16.0,72259003927.0,62.0,0.0,29.27,10.0,14.0
631242,B6,1136,LGB,SFO,2019-10-29,93,N632JB,-1,-4,0,0,0,0,0,N,2019,10,29,1,2019-10-29 06:45:00,2019-10-29 08:18:00,2019-10-29 06:44:00,2019-10-29 08:14:00,72297023129.0,55.0,0.0,29.87,10.0,3.0,72494023234.0,54.0,0.0,29.96,10.0,0.0
585495,AA,3115,CAK,ORD,2019-10-27,99,N755SK,0,0,0,0,0,0,0,A,2019,10,27,6,2019-10-27 06:50:00,2019-10-27 07:29:00,,,72521014895.0,59.0,0.0,28.35,10.0,20.0,72530094846.0,42.0,0.0,29.14,7.0,9.0
410281,NK,521,EWR,FLL,2019-10-19,173,N678NK,-3,-13,0,0,0,0,0,N,2019,10,19,5,2019-10-19 06:00:00,2019-10-19 08:53:00,2019-10-19 05:57:00,2019-10-19 08:40:00,72502014734.0,41.0,0.0,30.05,10.0,7.0,74783012849.0,83.0,0.0,29.89,10.0,13.0
403702,DL,2033,ALB,ATL,2019-10-18,155,N329NB,382,367,367,0,0,0,0,N,2019,10,18,4,2019-10-18 18:09:00,2019-10-18 20:44:00,2019-10-18 00:31:00,2019-10-19 02:51:00,72518014735.0,48.0,0.0,29.65,10.0,9.0,72219013874.0,60.0,0.0,28.87,10.0,9.0
208525,DL,1850,MSP,RSW,2019-10-10,203,N801DZ,-2,-17,0,0,0,0,0,N,2019,10,10,3,2019-10-10 06:55:00,2019-10-10 11:18:00,2019-10-10 06:53:00,2019-10-10 11:01:00,72658014922.0,55.0,0.0,28.99,10.0,15.0,72210812894.0,84.0,0.0,29.95,10.0,14.0
617892,WN,2433,BUR,OAK,2019-10-28,80,N459WN,19,5,0,0,0,0,0,N,2019,10,28,0,2019-10-28 13:50:00,2019-10-28 15:10:00,2019-10-28 14:09:00,2019-10-28 15:15:00,72288023152.0,76.0,0.0,29.15,10.0,8.0,72493023230.0,70.0,0.0,29.91,10.0,9.0
438428,UA,905,ORD,MSP,2019-10-20,93,N73445,-3,-9,0,0,0,0,0,N,2019,10,20,6,2019-10-20 14:20:00,2019-10-20 15:53:00,2019-10-20 14:17:00,2019-10-20 15:44:00,72530094846.0,63.0,0.0,29.19,10.0,8.0,72658014922.0,63.0,0.0,28.92,10.0,13.0
296293,DL,623,DFW,MSP,2019-10-14,138,N922AT,-6,-15,0,0,0,0,0,N,2019,10,14,0,2019-10-14 08:05:00,2019-10-14 10:23:00,2019-10-14 07:59:00,2019-10-14 10:08:00,72259003927.0,63.0,0.0,29.35,10.0,7.0,72658014922.0,43.0,0.0,29.12,10.0,7.0
45732,WN,2488,ORF,BWI,2019-10-03,60,N423WN,-6,0,0,0,0,0,0,N,2019,10,3,3,2019-10-03 06:35:00,2019-10-03 07:35:00,2019-10-03 06:29:00,2019-10-03 07:35:00,72308013737.0,77.0,0.0,29.93,8.0,5.0,72406093721.0,72.0,0.0,29.84,10.0,14.0
223889,WN,594,PDX,SJC,2019-10-10,100,N8621A,33,25,0,0,0,0,25,N,2019,10,10,3,2019-10-10 20:35:00,2019-10-10 22:15:00,2019-10-10 21:08:00,2019-10-10 22:40:00,72698024229.0,53.0,0.0,30.12,10.0,15.0,72494523293.0,61.0,0.0,29.94,10.0,3.0
131197,AA,4627,MIA,PIT,2019-10-06,163,N426YX,-6,-18,0,0,0,0,0,N,2019,10,6,6,2019-10-06 19:43:00,2019-10-06 22:26:00,2019-10-06 19:37:00,2019-10-06 22:08:00,72202012839.0,80.0,0.0,29.88,10.0,6.0,72520094823.0,64.0,0.14,28.8,3.0,7.0
9726,AA,5659,CLT,SYR,2019-10-01,107,N525AE,-1,-2,0,0,0,0,0,N,2019,10,1,1,2019-10-01 12:46:00,2019-10-01 14:33:00,2019-10-01 12:45:00,2019-10-01 14:31:00,72314013881.0,89.0,0.0,29.29,7.0,3.0,72519014771.0,85.0,0.0,29.42,10.0,11.0
146374,UA,4094,IAH,SGF,2019-10-07,110,N14558,-7,-10,0,0,0,0,0,N,2019,10,7,0,2019-10-07 14:30:00,2019-10-07 16:20:00,2019-10-07 14:23:00,2019-10-07 16:10:00,72243012960.0,82.0,0.0,29.9,10.0,11.0,72440013995.0,70.0,0.0,28.85,10.0,3.0
250451,WN,5413,LIT,DAL,2019-10-12,65,N752SW,-1,1,0,0,0,0,0,N,2019,10,12,5,2019-10-12 06:05:00,2019-10-12 07:10:00,2019-10-12 06:04:00,2019-10-12 07:11:00,72340313963.0,38.0,0.0,29.99,10.0,6.0,72258013960.0,42.0,0.0,29.77,10.0,3.0
409743,WN,4056,CLE,MCO,2019-10-19,145,N796SW,2,1,0,0,0,0,0,N,2019,10,19,5,2019-10-19 06:00:00,2019-10-19 08:25:00,2019-10-19 06:02:00,2019-10-19 08:26:00,72524014820.0,40.0,0.0,29.19,10.0,9.0,72205012815.0,76.0,0.86,29.78,3.0,7.0
606118,DL,2716,DTW,DCA,2019-10-27,86,N366NW,-5,-11,0,0,0,0,0,N,2019,10,27,6,2019-10-27 22:20:00,2019-10-27 23:46:00,2019-10-27 22:15:00,2019-10-27 23:35:00,72537094847.0,45.0,0.0,29.3,10.0,5.0,72405013743.0,64.0,0.0,29.95,10.0,7.0
347996,AA,2124,LGA,DCA,2019-10-16,86,N947UW,-6,-7,0,0,0,0,0,N,2019,10,16,2,2019-10-16 13:00:00,2019-10-16 14:26:00,2019-10-16 12:54:00,2019-10-16 14:19:00,72503014732.0,66.0,0.0,29.68,10.0,18.0,72405013743.0,60.0,0.02,29.45,10.0,9.0
7970,NK,534,MCO,CLE,2019-10-01,145,N632NK,-7,-12,0,0,0,0,0,N,2019,10,1,1,2019-10-01 10:49:00,2019-10-01 13:14:00,2019-10-01 10:42:00,2019-10-01 13:02:00,72205012815.0,77.0,0.07,29.92,4.0,20.0,72524014820.0,92.0,0.0,29.15,10.0,16.0
602281,AA,5963,ELP,DFW,2019-10-27,109,N925FJ,-7,-22,0,0,0,0,0,N,2019,10,27,6,2019-10-27 17:42:00,2019-10-27 20:31:00,2019-10-27 17:35:00,2019-10-27 20:09:00,72270023044.0,75.0,0.0,25.88,10.0,7.0,72259003927.0,62.0,0.0,29.28,10.0,8.0
185688,UA,760,IAD,SFO,2019-10-09,335,N30913,-8,-8,0,0,0,0,0,N,2019,10,9,2,2019-10-09 08:50:00,2019-10-09 11:25:00,2019-10-09 08:42:00,2019-10-09 11:17:00,72403093738.0,60.0,0.0,29.91,10.0,10.0,72494023234.0,65.0,0.0,29.9,10.0,6.0
501328,WN,1889,BOS,DEN,2019-10-23,290,N8318F,0,-3,0,0,0,0,0,N,2019,10,23,2,2019-10-23 08:05:00,2019-10-23 10:55:00,2019-10-23 08:05:00,2019-10-23 10:52:00,72509014739.0,57.0,0.12,29.7,10.0,11.0,72565003017.0,49.0,0.0,24.63,10.0,9.0
522117,NK,1223,FLL,DEN,2019-10-24,258,N639NK,-1,2,0,0,0,0,0,N,2019,10,24,3,2019-10-24 07:00:00,2019-10-24 09:18:00,2019-10-24 06:59:00,2019-10-24 09:20:00,74783012849.0,81.0,0.0,30.02,10.0,16.0,72565003017.0,33.0,0.0,24.93,10.0,0.0
331301,HA,549,OGG,LIH,2019-10-15,47,N492HA,-5,-3,0,0,0,0,0,N,2019,10,15,1,2019-10-15 18:02:00,2019-10-15 18:49:00,2019-10-15 17:57:00,2019-10-15 18:46:00,91190022516.0,81.0,0.0,29.96,10.0,15.0,91165022536.0,79.0,0.0,29.89,10.0,16.0
81003,WN,215,PHX,DAL,2019-10-04,140,N937WN,-1,-16,0,0,0,0,0,N,2019,10,4,4,2019-10-04 11:55:00,2019-10-04 16:15:00,2019-10-04 11:54:00,2019-10-04 15:59:00,72278023183.0,90.0,0.0,28.75,10.0,3.0,72258013960.0,91.0,0.0,29.49,10.0,5.0
385462,DL,1620,DEN,LAX,2019-10-18,145,N352NW,-3,-8,0,0,0,0,0,N,2019,10,18,4,2019-10-18 06:05:00,2019-10-18 07:30:00,2019-10-18 06:02:00,2019-10-18 07:22:00,72565003017.0,56.0,0.0,24.21,10.0,17.0,72295023174.0,66.0,0.0,29.6,10.0,7.0
54099,DL,2286,IND,MSP,2019-10-03,104,N977AT,-7,-10,0,0,0,0,0,N,2019,10,3,3,2019-10-03 13:06:00,2019-10-03 13:50:00,2019-10-03 12:59:00,2019-10-03 13:40:00,72438093819.0,80.0,0.0,29.18,10.0,15.0,72658014922.0,48.0,0.0,29.34,10.0,16.0
81288,UA,6014,BTV,IAD,2019-10-04,105,N521LR,-4,-16,0,0,0,0,0,N,2019,10,4,4,2019-10-04 14:40:00,2019-10-04 16:25:00,2019-10-04 14:36:00,2019-10-04 16:09:00,72617014742.0,50.0,0.0,29.86,10.0,15.0,72403093738.0,73.0,0.0,29.8,10.0,14.0
492100,WN,2157,SLC,OAK,2019-10-22,105,N483WN,-4,-10,0,0,0,0,0,N,2019,10,22,1,2019-10-22 20:00:00,2019-10-22 20:45:00,2019-10-22 19:56:00,2019-10-22 20:35:00,72572024127.0,51.0,0.0,25.88,10.0,3.0,72493023230.0,62.0,0.0,29.96,10.0,0.0
515453,DL,6255,DTW,ATW,2019-10-23,88,N183GJ,-5,-11,0,0,0,0,0,N,2019,10,23,2,2019-10-23 20:45:00,2019-10-23 21:13:00,2019-10-23 20:40:00,2019-10-23 21:02:00,72537094847.0,51.0,0.0,29.3,10.0,10.0,72645704825.0,43.0,0.02,28.99,10.0,5.0
298337,NK,847,LGA,ORD,2019-10-14,171,N669NK,0,0,0,0,0,0,0,N,2019,10,14,0,2019-10-14 09:57:00,2019-10-14 11:48:00,2019-10-14 09:57:00,2019-10-14 11:48:00,72503014732.0,64.0,0.0,29.96,10.0,10.0,72530094846.0,50.0,0.0,29.36,10.0,13.0
258068,UA,2188,DEN,FLL,2019-10-12,233,N67815,-5,-16,0,0,0,0,0,N,2019,10,12,5,2019-10-12 08:00:00,2019-10-12 13:53:00,2019-10-12 07:55:00,2019-10-12 13:37:00,72565003017.0,36.0,0.0,24.6,10.0,7.0,74783012849.0,82.0,0.0,29.94,10.0,13.0
644877,WN,2509,TPA,BWI,2019-10-29,140,N8652B,8,8,0,0,0,0,0,N,2019,10,29,1,2019-10-29 16:25:00,2019-10-29 18:45:00,2019-10-29 16:33:00,2019-10-29 18:53:00,72211012842.0,82.0,0.0,30.0,10.0,8.0,72406093721.0,62.0,0.0,30.08,10.0,3.0
228557,UA,4571,PIT,ORD,2019-10-11,102,N160GJ,-7,-27,0,0,0,0,0,N,2019,10,11,4,2019-10-11 08:00:00,2019-10-11 08:42:00,2019-10-11 07:53:00,2019-10-11 08:15:00,72520094823.0,53.0,0.0,28.87,10.0,5.0,72530094846.0,58.0,0.25,29.11,4.0,15.0
676066,WN,1656,STL,LAX,2019-10-31,250,N701GS,0,-9,0,0,0,0,0,N,2019,10,31,3,2019-10-31 07:30:00,2019-10-31 09:40:00,2019-10-31 07:30:00,2019-10-31 09:31:00,72434013994.0,32.0,0.0,29.3,9.0,21.0,72295023174.0,71.0,0.0,29.82,10.0,10.0
658724,DL,5822,SEA,SNA,2019-10-30,177,N637CZ,-3,-10,0,0,0,0,0,N,2019,10,30,2,2019-10-30 09:52:00,2019-10-30 12:49:00,2019-10-30 09:49:00,2019-10-30 12:39:00,72793024233.0,45.0,0.0,29.92,10.0,13.0,72297793184.0,78.0,0.0,30.01,10.0,10.0
484380,AS,2164,RNO,BOI,2019-10-22,80,N443QX,-10,-14,0,0,0,0,0,N,2019,10,22,1,2019-10-22 12:45:00,2019-10-22 15:05:00,2019-10-22 12:35:00,2019-10-22 14:51:00,72488023185.0,71.0,0.0,25.8,10.0,3.0,72681024131.0,62.0,0.0,27.27,10.0,9.0
487908,B6,783,BOS,RDU,2019-10-22,127,N328JB,33,36,16,0,3,0,17,N,2019,10,22,1,2019-10-22 15:32:00,2019-10-22 17:39:00,2019-10-22 16:05:00,2019-10-22 18:15:00,72509014739.0,58.0,0.0,30.01,10.0,17.0,72306013722.0,68.0,0.0,29.35,10.0,0.0
459774,WN,575,LAS,DAL,2019-10-21,160,N8668A,6,-11,0,0,0,0,0,N,2019,10,21,0,2019-10-21 09:30:00,2019-10-21 14:10:00,2019-10-21 09:36:00,2019-10-21 13:59:00,72386023169.0,69.0,0.0,27.84,10.0,0.0,72258013960.0,72.0,0.0,29.39,10.0,7.0
341961,DL,2410,DAL,ATL,2019-10-16,120,N354NW,0,6,0,0,0,0,0,N,2019,10,16,2,2019-10-16 07:00:00,2019-10-16 10:00:00,2019-10-16 07:00:00,2019-10-16 10:06:00,72258013960.0,57.0,0.0,29.62,10.0,10.0,72219013874.0,69.0,0.0,28.75,10.0,10.0
423769,UA,291,IAD,SMF,2019-10-19,347,N467UA,90,78,78,0,0,0,0,N,2019,10,19,5,2019-10-19 17:20:00,2019-10-19 20:07:00,2019-10-19 18:50:00,2019-10-19 21:25:00,72403093738.0,60.0,0.0,29.66,10.0,6.0,72483993225.0,61.0,0.0,29.99,10.0,0.0
38499,DL,1664,BOS,TPA,2019-10-02,201,N3730B,-4,-29,0,0,0,0,0,N,2019,10,2,2,2019-10-02 15:51:00,2019-10-02 19:12:00,2019-10-02 15:47:00,2019-10-02 18:43:00,72509014739.0,62.0,0.09,29.83,2.0,10.0,72211012842.0,86.0,0.0,29.91,10.0,8.0
225258,AA,2547,DFW,FLL,2019-10-10,162,N990AU,32,34,32,0,2,0,0,N,2019,10,10,3,2019-10-10 19:50:00,2019-10-10 23:32:00,2019-10-10 20:22:00,2019-10-11 00:06:00,72259003927.0,69.0,0.07,29.15,7.0,16.0,74783012849.0,80.0,0.0,29.91,10.0,14.0
122956,DL,855,LGA,MSP,2019-10-06,180,N356NW,-4,-11,0,0,0,0,0,N,2019,10,6,6,2019-10-06 14:29:00,2019-10-06 16:29:00,2019-10-06 14:25:00,2019-10-06 16:18:00,72503014732.0,70.0,0.0,30.22,10.0,15.0,72658014922.0,62.0,0.0,29.08,10.0,13.0
533098,UA,4578,MTJ,ORD,2019-10-24,170,N174GJ,-8,-23,0,0,0,0,0,N,2019,10,24,3,2019-10-24 13:18:00,2019-10-24 17:08:00,2019-10-24 13:10:00,2019-10-24 16:45:00,72476593013.0,45.0,0.0,24.55,10.0,8.0,72530094846.0,47.0,0.0,29.56,10.0,6.0
286584,UA,3883,BHM,ORD,2019-10-13,135,N465AW,-6,-17,0,0,0,0,0,N,2019,10,13,6,2019-10-13 18:08:00,2019-10-13 20:23:00,2019-10-13 18:02:00,2019-10-13 20:06:00,72228013876.0,55.0,0.03,29.45,10.0,5.0,72530094846.0,45.0,0.0,29.22,10.0,7.0
519246,AA,3353,ABI,DFW,2019-10-24,68,N810AE,-4,-19,0,0,0,0,0,N,2019,10,24,3,2019-10-24 05:05:00,2019-10-24 06:13:00,2019-10-24 05:01:00,2019-10-24 05:54:00,72266013962.0,66.0,0.0,28.08,10.0,5.0,72259003927.0,62.0,0.0,29.35,10.0,7.0
655849,AS,1953,SAN,SFO,2019-10-30,100,N527VA,-5,-21,0,0,0,0,0,N,2019,10,30,2,2019-10-30 09:00:00,2019-10-30 10:40:00,2019-10-30 08:55:00,2019-10-30 10:19:00,72290023188.0,68.0,0.0,30.08,7.0,5.0,72494023234.0,60.0,0.0,30.15,10.0,5.0
279437,WN,3061,DAL,CHS,2019-10-13,140,N7818L,0,-17,0,0,0,0,0,N,2019,10,13,6,2019-10-13 12:00:00,2019-10-13 15:20:00,2019-10-13 12:00:00,2019-10-13 15:03:00,72258013960.0,73.0,0.0,29.48,10.0,8.0,72208013880.0,82.0,0.0,29.95,10.0,10.0
502920,AA,1211,ORD,EWR,2019-10-23,129,N861NN,22,-2,0,0,0,0,0,N,2019,10,23,2,2019-10-23 08:51:00,2019-10-23 12:00:00,2019-10-23 09:13:00,2019-10-23 11:58:00,72530094846.0,48.0,0.0,29.22,10.0,9.0,72502014734.0,67.0,0.0,29.92,10.0,17.0
473634,WN,833,CLE,BNA,2019-10-22,90,N8644C,-5,3,0,0,0,0,0,N,2019,10,22,1,2019-10-22 05:30:00,2019-10-22 06:00:00,2019-10-22 05:25:00,2019-10-22 06:03:00,72524014820.0,61.0,0.0,28.9,10.0,10.0,72327013897.0,54.0,0.0,29.29,10.0,5.0
418890,DL,1153,SLC,PDX,2019-10-19,118,N850DN,39,41,11,0,2,0,28,N,2019,10,19,5,2019-10-19 15:00:00,2019-10-19 15:58:00,2019-10-19 15:39:00,2019-10-19 16:39:00,72572024127.0,52.0,0.03,25.53,10.0,16.0,72698024229.0,56.0,0.0,29.89,10.0,14.0
405141,DL,780,ATL,ABQ,2019-10-18,203,N865DN,5,4,0,0,0,0,0,N,2019,10,18,4,2019-10-18 20:20:00,2019-10-18 21:43:00,2019-10-18 20:25:00,2019-10-18 21:47:00,72219013874.0,61.0,0.0,28.85,10.0,9.0,72365023050.0,56.0,0.0,24.63,10.0,14.0
