,carrier_code,flight_number,origin_airport,destination_airport,date,scheduled_elapsed_time,tail_number,departure_delay,arrival_delay,delay_carrier,delay_weather,delay_national_aviation_system,delay_security,delay_late_aircarft_arrival,cancelled_code,year,month,day,weekday,scheduled_departure_dt,scheduled_arrival_dt,actual_departure_dt,actual_arrival_dt,STATION_x,HourlyDryBulbTemperature_x,HourlyPrecipitation_x,HourlyStationPressure_x,HourlyVisibility_x,HourlyWindSpeed_x,STATION_y,HourlyDryBulbTemperature_y,HourlyPrecipitation_y,HourlyStationPressure_y,HourlyVisibility_y,HourlyWindSpeed_y
274996,B6,466,RSW,BOS,2019-05-13,184,N258JB,-5,-20,0,0,0,0,0,N,2019,5,13,0,2019-05-13 10:06:00,2019-05-13 13:10:00,2019-05-13 10:01:00,2019-05-13 12:50:00,72210812894.0,87.0,0.0,29.9,10.0,15.0,72509014739.0,53.0,0.0,29.91,10.0,21.0
48293,AA,1474,MEM,PHX,2019-05-03,238,N814AW,-4,-35,0,0,0,0,0,N,2019,5,3,4,2019-05-03 07:02:00,2019-05-03 09:00:00,2019-05-03 06:58:00,2019-05-03 08:25:00,72334013893.0,66.0,0.0,29.67,8.0,6.0,72278023183.0,77.0,0.0,28.69,10.0,9.0
645478,AA,4446,LGA,IND,2019-05-29,139,N402YX,0,0,0,0,0,0,0,C,2019,5,29,2,2019-05-29 20:59:00,2019-05-29 23:18:00,,,72503014732.0,58.0,0.0,29.73,10.0,7.0,72438093819.0,70.0,0.0,28.97,10.0,8.0
479798,AA,4043,CVG,DFW,2019-05-22,149,N220NN,13,34,0,0,21,0,13,N,2019,5,22,2,2019-05-22 12:14:00,2019-05-22 13:43:00,2019-05-22 12:27:00,2019-05-22 14:17:00,72421093814.0,81.0,0.0,29.08,10.0,13.0,72259003927.0,89.0,0.0,29.1,10.0,20.0
585711,B6,1494,MCO,HPN,2019-05-27,160,N283JB,-6,-13,0,0,0,0,0,N,2019,5,27,0,2019-05-27 10:30:00,2019-05-27 13:10:00,2019-05-27 10:24:00,2019-05-27 12:57:00,72205012815.0,88.0,0.0,29.97,10.0,5.0,72503794745.0,76.0,0.0,29.49,10.0,16.0
365012,UA,2390,MCO,IAD,2019-05-17,126,N66848,-7,0,0,0,0,0,0,N,2019,5,17,4,2019-05-17 09:00:00,2019-05-17 11:06:00,2019-05-17 08:53:00,2019-05-17 11:06:00,72205012815.0,78.0,0.0,29.96,10.0,6.0,72403093738.0,72.0,0.0,29.47,10.0,7.0
422330,AA,2290,MIA,ATL,2019-05-19,118,N12028,-2,-11,0,0,0,0,0,N,2019,5,19,6,2019-05-19 20:40:00,2019-05-19 22:38:00,2019-05-19 20:38:00,2019-05-19 22:27:00,72202012839.0,81.0,0.0,29.99,10.0,11.0,72219013874.0,74.0,0.0,28.92,10.0,3.0
412817,UA,6347,IAH,CHS,2019-05-19,146,N93305,-2,17,0,0,17,0,0,N,2019,5,19,6,2019-05-19 12:15:00,2019-05-19 15:41:00,2019-05-19 12:13:00,2019-05-19 15:58:00,72243012960.0,89.0,0.0,29.77,8.0,7.0,72208013880.0,84.0,0.0,30.0,10.0,15.0
362675,DL,2478,VPS,ATL,2019-05-17,72,N304DQ,-8,-6,0,0,0,0,0,N,2019,5,17,4,2019-05-17 07:15:00,2019-05-17 09:27:00,2019-05-17 07:07:00,2019-05-17 09:21:00,72221013858.0,72.0,0.1,29.93,10.0,3.0,72219013874.0,80.0,0.0,28.95,10.0,10.0
557335,UA,5380,IAH,LEX,2019-05-25,135,N925EV,-4,-11,0,0,0,0,0,N,2019,5,25,5,2019-05-25 18:05:00,2019-05-25 21:20:00,2019-05-25 18:01:00,2019-05-25 21:09:00,72243012960.0,84.0,0.0,29.9,10.0,17.0,72422093820.0,75.0,0.0,29.03,10.0,7.0
364773,DL,6269,RDU,AUS,2019-05-17,198,N185GJ,-4,-23,0,0,0,0,0,N,2019,5,17,4,2019-05-17 08:40:00,2019-05-17 10:58:00,2019-05-17 08:36:00,2019-05-17 10:35:00,72306013722.0,73.0,0.0,29.48,10.0,8.0,72254013904.0,84.0,0.0,29.33,10.0,14.0
437084,WN,780,LAS,STL,2019-05-20,190,N952WN,80,77,9,0,0,0,68,N,2019,5,20,0,2019-05-20 11:05:00,2019-05-20 16:15:00,2019-05-20 12:25:00,2019-05-20 17:32:00,72386023169.0,61.0,0.0,27.48,10.0,6.0,72434013994.0,68.0,0.0,29.29,10.0,8.0
588489,UA,4302,LGA,CLE,2019-05-27,112,N14568,-8,-29,0,0,0,0,0,N,2019,5,27,0,2019-05-27 13:20:00,2019-05-27 15:12:00,2019-05-27 13:12:00,2019-05-27 14:43:00,72503014732.0,78.0,0.0,29.88,10.0,15.0,72524014820.0,69.0,0.0,29.16,10.0,9.0
278038,DL,1599,PIT,ATL,2019-05-13,104,N916DE,-8,-16,0,0,0,0,0,N,2019,5,13,0,2019-05-13 13:40:00,2019-05-13 15:24:00,2019-05-13 13:32:00,2019-05-13 15:08:00,72520094823.0,55.0,0.0,28.47,10.0,13.0,72219013874.0,73.0,0.0,28.78,10.0,15.0
90961,AA,2994,PHX,FLG,2019-05-05,58,N752SK,-6,-13,0,0,0,0,0,N,2019,5,5,6,2019-05-05 08:54:00,2019-05-05 09:52:00,2019-05-05 08:48:00,2019-05-05 09:39:00,72278023183.0,78.0,0.0,28.59,10.0,5.0,72375003103.0,61.0,0.0,23.17,10.0,11.0
385258,WN,4776,PIT,FLL,2019-05-18,165,N751SW,0,-21,0,0,0,0,0,N,2019,5,18,5,2019-05-18 06:20:00,2019-05-18 09:05:00,2019-05-18 06:20:00,2019-05-18 08:44:00,72520094823.0,56.0,0.01,28.71,5.0,0.0,74783012849.0,82.0,0.0,30.0,10.0,11.0
238562,UA,3599,ORD,CLT,2019-05-11,128,N732YX,-2,11,0,0,0,0,0,N,2019,5,11,5,2019-05-11 14:46:00,2019-05-11 17:54:00,2019-05-11 14:44:00,2019-05-11 18:05:00,72530094846.0,46.0,0.04,29.33,10.0,10.0,72314013881.0,71.0,0.0,29.07,9.0,8.0
580556,AA,5182,XNA,CLT,2019-05-27,134,N572NN,108,106,106,0,0,0,0,N,2019,5,27,0,2019-05-27 05:51:00,2019-05-27 09:05:00,2019-05-27 07:39:00,2019-05-27 10:51:00,72343653922.0,68.0,0.0,28.59,10.0,5.0,72314013881.0,85.0,0.0,29.23,10.0,7.0
332194,DL,1739,ATL,TUS,2019-05-15,234,N911DQ,-4,-28,0,0,0,0,0,N,2019,5,15,2,2019-05-15 20:25:00,2019-05-15 21:19:00,2019-05-15 20:21:00,2019-05-15 20:51:00,72219013874.0,69.0,0.0,28.93,10.0,5.0,72274023160.0,82.0,0.0,27.24,10.0,8.0
331494,WN,6296,LGB,SJC,2019-05-15,70,N404WN,-5,1,0,0,0,0,0,N,2019,5,15,2,2019-05-15 19:40:00,2019-05-15 20:50:00,2019-05-15 19:35:00,2019-05-15 20:51:00,72297023129.0,63.0,0.0,29.89,10.0,8.0,72494523293.0,58.0,0.04,29.63,8.0,16.0
259947,AA,5435,CLT,SAV,2019-05-12,67,N573NN,12,23,12,0,11,0,0,N,2019,5,12,6,2019-05-12 17:59:00,2019-05-12 19:06:00,2019-05-12 18:11:00,2019-05-12 19:29:00,72314013881.0,72.0,0.0,28.9,10.0,10.0,72207003822.0,72.0,0.0,29.75,10.0,8.0
475507,DL,1303,IAD,SEA,2019-05-22,342,N336NB,-7,-35,0,0,0,0,0,N,2019,5,22,2,2019-05-22 07:50:00,2019-05-22 10:32:00,2019-05-22 07:43:00,2019-05-22 09:57:00,72403093738.0,62.0,0.0,29.94,10.0,0.0,72793024233.0,65.0,0.0,29.52,10.0,5.0
331376,UA,5729,SLC,SFO,2019-05-15,135,N131SY,0,0,0,0,0,0,0,C,2019,5,15,2,2019-05-15 19:30:00,2019-05-15 20:45:00,,,72572024127.0,75.0,0.0,25.48,10.0,10.0,72494023234.0,59.0,0.09,29.67,6.0,21.0
397674,DL,1791,SJC,MSP,2019-05-18,222,N339NB,186,175,168,0,0,0,7,N,2019,5,18,5,2019-05-18 13:55:00,2019-05-18 19:37:00,2019-05-18 17:01:00,2019-05-18 22:32:00,72494523293.0,54.0,0.03,29.88,10.0,10.0,72658014922.0,48.0,0.0,28.85,10.0,22.0
271208,DL,3322,ATL,OAJ,2019-05-13,89,N8974C,-3,-13,0,0,0,0,0,N,2019,5,13,0,2019-05-13 08:55:00,2019-05-13 10:24:00,2019-05-13 08:52:00,2019-05-13 10:11:00,72219013874.0,66.0,0.0,28.81,10.0,13.0,72306993753.0,77.0,0.02,29.64,10.0,11.0
181214,DL,2094,ATL,BHM,2019-05-08,51,N901DE,-3,-9,0,0,0,0,0,N,2019,5,8,2,2019-05-08 08:42:00,2019-05-09 08:33:00,2019-05-08 08:39:00,2019-05-09 08:24:00,72219013874.0,73.0,0.0,29.03,10.0,8.0,72228013876.0,76.0,0.0,29.31,10.0,17.0
603180,UA,4015,IAH,ELP,2019-05-28,126,N17108,-9,-7,0,0,0,0,0,N,2019,5,28,1,2019-05-28 07:45:00,2019-05-28 08:51:00,2019-05-28 07:36:00,2019-05-28 08:44:00,72243012960.0,82.0,0.0,29.74,10.0,10.0,72270023044.0,71.0,0.0,25.92,10.0,13.0
486915,AA,439,CLT,ILM,2019-05-22,59,N754UW,85,81,74,0,0,0,7,N,2019,5,22,2,2019-05-22 17:54:00,2019-05-22 18:53:00,2019-05-22 19:19:00,2019-05-22 20:14:00,72314013881.0,79.0,0.0,29.36,7.0,8.0,72302013748.0,74.0,0.0,30.2,10.0,8.0
221869,DL,1544,MKE,MSP,2019-05-10,75,N3735D,-21,-25,0,0,0,0,0,N,2019,5,10,4,2019-05-10 19:45:00,2019-05-10 21:00:00,2019-05-10 19:24:00,2019-05-10 20:35:00,72640014839.0,43.0,0.0,29.42,10.0,8.0,72658014922.0,55.0,0.0,29.19,10.0,3.0
59128,UA,295,SFO,EWR,2019-05-03,325,N214UA,9,-5,0,0,0,0,0,N,2019,5,3,4,2019-05-03 08:30:00,2019-05-03 16:55:00,2019-05-03 08:39:00,2019-05-03 16:50:00,72494023234.0,61.0,0.0,29.97,9.0,9.0,72502014734.0,56.0,0.0,29.98,5.0,3.0
661079,UA,4344,MLU,IAH,2019-05-30,82,N16559,-1,-6,0,0,0,0,0,N,2019,5,30,3,2019-05-30 16:00:00,2019-05-30 17:22:00,2019-05-30 15:59:00,2019-05-30 17:16:00,72248613942.0,83.0,0.0,29.81,10.0,6.0,72243012960.0,86.0,0.0,29.78,10.0,8.0
12179,UA,5256,SFO,MCI,2019-05-01,224,N120SY,-1,-24,0,0,0,0,0,N,2019,5,1,2,2019-05-01 10:40:00,2019-05-01 16:24:00,2019-05-01 10:39:00,2019-05-01 16:00:00,72494023234.0,62.0,0.0,30.04,10.0,6.0,72446003947.0,62.0,0.0,28.88,10.0,6.0
460058,UA,4355,STL,EWR,2019-05-21,155,N13538,30,24,0,0,15,0,9,N,2019,5,21,1,2019-05-21 12:25:00,2019-05-21 16:00:00,2019-05-21 12:55:00,2019-05-21 16:24:00,72434013994.0,63.0,0.0,29.04,10.0,14.0,72502014734.0,73.0,0.0,29.89,10.0,24.0
32545,AA,4495,ORF,MIA,2019-05-02,143,N413YX,-3,-14,0,0,0,0,0,N,2019,5,2,3,2019-05-02 12:08:00,2019-05-02 14:31:00,2019-05-02 12:05:00,2019-05-02 14:17:00,72308013737.0,85.0,0.0,30.13,10.0,16.0,72202012839.0,83.0,0.0,29.96,10.0,14.0
101499,UA,4994,MEM,EWR,2019-05-05,163,N14162,131,118,0,0,118,0,0,N,2019,5,5,6,2019-05-05 14:00:00,2019-05-05 17:43:00,2019-05-05 16:11:00,2019-05-05 19:41:00,72334013893.0,72.0,0.0,29.57,10.0,8.0,72502014734.0,52.0,0.1,29.79,3.0,14.0
572582,UA,5128,AVL,ORD,2019-05-26,140,N907EV,88,73,0,0,73,0,0,N,2019,5,26,6,2019-05-26 17:30:00,2019-05-26 18:50:00,2019-05-26 18:58:00,2019-05-26 20:03:00,72315003812.0,87.0,0.0,27.83,10.0,11.0,72530094846.0,61.0,0.0,29.33,10.0,9.0
215610,DL,4737,BOI,SEA,2019-05-10,94,N252SY,-4,-21,0,0,0,0,0,N,2019,5,10,4,2019-05-10 15:56:00,2019-05-10 16:30:00,2019-05-10 15:52:00,2019-05-10 16:09:00,72681024131.0,71.0,0.0,26.98,10.0,7.0,72793024233.0,84.0,0.0,29.38,10.0,8.0
42948,NK,762,ATL,ORD,2019-05-02,135,N620NK,5,-8,0,0,0,0,0,N,2019,5,2,3,2019-05-02 20:48:00,2019-05-02 22:03:00,2019-05-02 20:53:00,2019-05-02 21:55:00,72219013874.0,75.0,0.0,28.99,10.0,5.0,72530094846.0,45.0,0.0,29.39,10.0,10.0
35876,AA,3298,ECP,CLT,2019-05-02,105,N768SK,8,14,0,0,0,0,0,N,2019,5,2,3,2019-05-02 14:11:00,2019-05-02 16:56:00,2019-05-02 14:19:00,2019-05-02 17:10:00,72073573805.0,84.0,0.0,30.0,10.0,10.0,72314013881.0,83.0,0.0,29.29,10.0,10.0
381429,G4,1605,LEX,PGD,2019-05-17,124,272NV,2,-13,0,0,0,0,0,N,2019,5,17,4,2019-05-17 21:02:00,2019-05-17 23:06:00,2019-05-17 21:04:00,2019-05-17 22:53:00,72422093820.0,74.0,0.0,28.88,10.0,7.0,72203412812.0,70.0,0.0,30.01,10.0,6.0
456535,UA,2359,LAX,IAH,2019-05-21,192,N27964,-2,-16,0,0,0,0,0,N,2019,5,21,1,2019-05-21 08:10:00,2019-05-21 13:22:00,2019-05-21 08:08:00,2019-05-21 13:06:00,72295023174.0,61.0,0.0,29.58,9.0,9.0,72243012960.0,88.0,0.0,29.59,10.0,20.0
349076,DL,324,ATL,CVG,2019-05-16,84,N342NW,3,6,0,0,0,0,0,N,2019,5,16,3,2019-05-16 15:16:00,2019-05-16 16:40:00,2019-05-16 15:19:00,2019-05-16 16:46:00,72219013874.0,83.0,0.0,28.89,10.0,5.0,72421093814.0,75.0,0.0,28.94,10.0,10.0
303993,UA,4217,IAH,CRP,2019-05-14,63,N11539,-3,8,0,0,0,0,0,N,2019,5,14,1,2019-05-14 16:20:00,2019-05-14 17:23:00,2019-05-14 16:17:00,2019-05-14 17:31:00,72243012960.0,84.0,0.0,29.85,10.0,13.0,72251012924.0,80.0,0.0,29.86,10.0,16.0
452650,B6,1235,SFO,LGB,2019-05-21,91,N648JB,-5,-14,0,0,0,0,0,N,2019,5,21,1,2019-05-21 08:57:00,2019-05-21 10:28:00,2019-05-21 08:52:00,2019-05-21 10:14:00,72494023234.0,56.0,0.01,29.93,9.0,15.0,72297023129.0,64.0,0.0,29.85,10.0,11.0
678617,DL,1496,LGA,MSP,2019-05-31,190,N355DN,9,-21,0,0,0,0,0,N,2019,5,31,4,2019-05-31 10:48:00,2019-05-31 12:58:00,2019-05-31 10:57:00,2019-05-31 12:37:00,72503014732.0,73.0,0.0,29.75,10.0,11.0,72658014922.0,86.0,0.0,28.88,10.0,13.0
350261,UA,230,ORD,EWR,2019-05-16,135,N75429,89,96,0,0,96,0,0,N,2019,5,16,3,2019-05-16 14:15:00,2019-05-16 17:30:00,2019-05-16 15:44:00,2019-05-16 19:06:00,72530094846.0,67.0,0.0,29.0,10.0,14.0,72502014734.0,73.0,0.0,29.8,10.0,11.0
619027,DL,5206,MSP,CWA,2019-05-28,60,N924EV,-5,-14,0,0,0,0,0,N,2019,5,28,1,2019-05-28 19:30:00,2019-05-28 20:30:00,2019-05-28 19:25:00,2019-05-28 20:16:00,72658014922.0,62.0,0.0,28.88,10.0,8.0,72646594890.0,52.0,0.01,28.47,10.0,3.0
590386,AS,3374,SAN,SJC,2019-05-27,90,N175SY,-1,1,0,0,0,0,0,N,2019,5,27,0,2019-05-27 15:05:00,2019-05-27 16:35:00,2019-05-27 15:04:00,2019-05-27 16:36:00,72290023188.0,65.0,0.0,30.03,10.0,16.0,72494523293.0,62.0,0.0,30.02,10.0,11.0
290237,AA,10,LAX,JFK,2019-05-13,332,N104NN,-5,-11,0,0,0,0,0,N,2019,5,13,0,2019-05-13 21:30:00,2019-05-14 06:02:00,2019-05-13 21:25:00,2019-05-14 05:51:00,72295023174.0,63.0,0.0,29.67,10.0,7.0,74486094789.0,45.0,0.0,29.82,10.0,5.0
444551,AA,4491,BNA,LGA,2019-05-20,140,N446YX,85,85,0,0,85,0,0,N,2019,5,20,0,2019-05-20 18:09:00,2019-05-20 21:29:00,2019-05-20 19:34:00,2019-05-20 22:54:00,72327013897.0,82.0,0.0,29.33,10.0,9.0,72503014732.0,79.0,0.0,29.71,10.0,16.0
60251,DL,4784,MSP,RST,2019-05-03,50,N432SW,-6,-14,0,0,0,0,0,N,2019,5,3,4,2019-05-03 16:53:00,2019-05-03 17:43:00,2019-05-03 16:47:00,2019-05-03 17:29:00,72658014922.0,62.0,0.0,29.05,10.0,15.0,72644014925.0,57.0,0.0,28.58,10.0,11.0
410314,AA,2903,PHL,RDU,2019-05-19,83,N959UW,12,3,0,0,0,0,0,N,2019,5,19,6,2019-05-19 12:25:00,2019-05-19 13:48:00,2019-05-19 12:37:00,2019-05-19 13:51:00,72408013739.0,84.0,0.0,29.96,10.0,14.0,72306013722.0,89.0,0.0,29.57,10.0,13.0
470723,NK,468,LAS,MSY,2019-05-21,200,N651NK,-1,-11,0,0,0,0,0,N,2019,5,21,1,2019-05-21 19:58:00,2019-05-22 01:18:00,2019-05-21 19:57:00,2019-05-22 01:07:00,72386023169.0,63.0,0.0,27.34,10.0,10.0,72231012916.0,81.0,0.0,29.87,10.0,13.0
292792,B6,2465,BUF,FLL,2019-05-14,181,N520JB,-3,-22,0,0,0,0,0,N,2019,5,14,1,2019-05-14 06:00:00,2019-05-14 09:01:00,2019-05-14 05:57:00,2019-05-14 08:39:00,72528014733.0,41.0,0.01,29.09,5.0,8.0,74783012849.0,85.0,0.0,29.95,10.0,10.0
151799,WN,1017,MKE,STL,2019-05-07,75,N7735A,-5,-11,0,0,0,0,0,N,2019,5,7,1,2019-05-07 19:20:00,2019-05-07 20:35:00,2019-05-07 19:15:00,2019-05-07 20:24:00,72640014839.0,42.0,0.0,29.53,10.0,15.0,72434013994.0,66.0,0.0,29.28,10.0,7.0
499628,AA,5531,ATL,CLT,2019-05-23,88,N563NN,-1,-19,0,0,0,0,0,N,2019,5,23,3,2019-05-23 09:40:00,2019-05-23 11:08:00,2019-05-23 09:39:00,2019-05-23 10:49:00,72219013874.0,80.0,0.0,29.18,10.0,8.0,72314013881.0,81.0,0.0,29.45,10.0,13.0
602694,DL,3634,GSP,LGA,2019-05-28,123,N286SY,-6,0,0,0,0,0,0,N,2019,5,28,1,2019-05-28 06:25:00,2019-05-28 08:28:00,2019-05-28 06:19:00,2019-05-28 08:28:00,72312003870.0,74.0,0.0,28.95,10.0,0.0,72503014732.0,62.0,0.0,29.84,10.0,13.0
318858,AS,130,ANC,PDX,2019-05-15,215,N506AS,-16,-9,0,0,0,0,0,N,2019,5,15,2,2019-05-15 06:55:00,2019-05-15 11:30:00,2019-05-15 06:39:00,2019-05-15 11:21:00,70272526491.0,46.0,0.0,29.66,10.0,3.0,72698024229.0,65.0,0.07,29.55,10.0,18.0
82240,WN,4371,PHX,FLL,2019-05-04,250,N8643A,0,2,0,0,0,0,0,N,2019,5,4,5,2019-05-04 11:20:00,2019-05-04 18:30:00,2019-05-04 11:20:00,2019-05-04 18:32:00,72278023183.0,85.0,0.0,28.65,10.0,7.0,74783012849.0,81.0,0.0,29.9,10.0,17.0
284653,UA,788,SNA,ORD,2019-05-13,237,N87531,-5,-10,0,0,0,0,0,N,2019,5,13,0,2019-05-13 14:04:00,2019-05-13 20:01:00,2019-05-13 13:59:00,2019-05-13 19:51:00,72297793184.0,67.0,0.0,29.93,10.0,6.0,72530094846.0,49.0,0.0,29.27,10.0,6.0
181789,UA,2133,ALB,ORD,2019-05-09,148,N834UA,1,2,0,0,0,0,0,N,2019,5,9,3,2019-05-09 07:30:00,2019-05-09 08:58:00,2019-05-09 07:31:00,2019-05-09 09:00:00,72518014735.0,50.0,0.0,30.05,10.0,3.0,72530094846.0,65.0,0.0,28.93,10.0,14.0
