,carrier_code,flight_number,origin_airport,destination_airport,date,scheduled_elapsed_time,tail_number,departure_delay,arrival_delay,delay_carrier,delay_weather,delay_national_aviation_system,delay_security,delay_late_aircarft_arrival,cancelled_code,year,month,day,weekday,scheduled_departure_dt,scheduled_arrival_dt,actual_departure_dt,actual_arrival_dt,STATION_x,HourlyDryBulbTemperature_x,HourlyPrecipitation_x,HourlyStationPressure_x,HourlyVisibility_x,HourlyWindSpeed_x,STATION_y,HourlyDryBulbTemperature_y,HourlyPrecipitation_y,HourlyStationPressure_y,HourlyVisibility_y,HourlyWindSpeed_y
469555,AA,2008,DEN,CLT,2019-09-22,203,N918US,-7,9,0,0,0,0,0,N,2019,9,22,6,2019-09-22 10:07:00,2019-09-22 15:30:00,2019-09-22 10:00:00,2019-09-22 15:39:00,72565003017.0,65.0,0.0,24.66,10.0,6.0,72314013881.0,86.0,0.0,29.31,10.0,5.0
632110,DL,3484,MLI,ATL,2019-09-29,120,N304PQ,-2,-20,0,0,0,0,0,N,2019,9,29,6,2019-09-29 17:19:00,2019-09-29 20:19:00,2019-09-29 17:17:00,2019-09-29 19:59:00,72544014923.0,70.0,0.04,29.38,10.0,3.0,72219013874.0,85.0,0.0,29.07,10.0,0.0
258550,UA,2173,ORD,MCO,2019-09-12,172,N57855,-3,-25,0,0,0,0,0,N,2019,9,12,3,2019-09-12 18:00:00,2019-09-12 21:52:00,2019-09-12 17:57:00,2019-09-12 21:27:00,72530094846.0,77.0,0.0,29.32,10.0,7.0,72205012815.0,79.0,0.0,29.91,10.0,9.0
274868,B6,844,CHS,DCA,2019-09-13,99,N355JB,19,7,0,0,0,0,0,N,2019,9,13,4,2019-09-13 15:14:00,2019-09-13 16:53:00,2019-09-13 15:33:00,2019-09-13 17:00:00,72208013880.0,89.0,0.0,30.08,10.0,11.0,72405013743.0,72.0,0.0,30.3,10.0,11.0
495376,UA,5927,FCA,ORD,2019-09-23,210,N203SY,0,-23,0,0,0,0,0,N,2019,9,23,0,2019-09-23 12:40:00,2019-09-23 17:10:00,2019-09-23 12:40:00,2019-09-23 16:47:00,72779024146.0,62.0,0.0,26.92,10.0,7.0,72530094846.0,72.0,0.0,29.28,10.0,7.0
62039,UA,670,ORD,BOS,2019-09-03,146,N64809,6,-14,0,0,0,0,0,N,2019,9,3,1,2019-09-03 21:19:00,2019-09-04 00:45:00,2019-09-03 21:25:00,2019-09-04 00:31:00,72530094846.0,75.0,0.0,29.14,10.0,13.0,72509014739.0,66.0,0.0,30.01,7.0,13.0
35822,UA,4443,ORD,CRW,2019-09-02,104,N22909,-7,-24,0,0,0,0,0,N,2019,9,2,0,2019-09-02 18:00:00,2019-09-02 20:44:00,2019-09-02 17:53:00,2019-09-02 20:20:00,72530094846.0,79.0,0.0,29.32,10.0,9.0,72414013866.0,71.0,0.0,29.03,10.0,0.0
233408,AA,849,MCO,DCA,2019-09-11,137,N982VJ,88,77,5,0,0,0,72,N,2019,9,11,2,2019-09-11 18:08:00,2019-09-11 20:25:00,2019-09-11 19:36:00,2019-09-11 21:42:00,72205012815.0,84.0,0.0,29.95,10.0,18.0,72405013743.0,77.0,0.0,30.03,10.0,5.0
338017,UA,4336,IAH,JAN,2019-09-16,86,N17159,11,13,0,0,0,0,0,N,2019,9,16,0,2019-09-16 14:35:00,2019-09-16 16:01:00,2019-09-16 14:46:00,2019-09-16 16:14:00,72243012960.0,81.0,0.0,29.81,7.0,25.0,72235003940.0,95.0,0.0,29.63,10.0,7.0
206711,WN,6630,EWR,PHX,2019-09-10,310,N788SA,2,-6,0,0,0,0,0,N,2019,9,10,1,2019-09-10 15:00:00,2019-09-10 17:10:00,2019-09-10 15:02:00,2019-09-10 17:04:00,72502014734.0,77.0,0.0,30.26,10.0,8.0,72278023183.0,98.0,0.0,28.55,10.0,8.0
607836,B6,1447,HPN,TPA,2019-09-28,172,N266JB,143,132,132,0,0,0,0,N,2019,9,28,5,2019-09-28 14:05:00,2019-09-28 16:57:00,2019-09-28 16:28:00,2019-09-28 19:09:00,72503794745.0,78.0,0.0,29.62,10.0,9.0,72211012842.0,93.0,0.0,30.01,10.0,6.0
164306,AA,4457,LGA,RIC,2019-09-08,88,N434YX,-8,-19,0,0,0,0,0,N,2019,9,8,6,2019-09-08 18:23:00,2019-09-08 19:51:00,2019-09-08 18:15:00,2019-09-08 19:32:00,72503014732.0,74.0,0.0,30.05,10.0,7.0,72401013740.0,75.0,0.0,29.9,10.0,8.0
313899,AA,5824,IAH,PHX,2019-09-15,173,N952LR,7,-2,0,0,0,0,0,N,2019,9,15,6,2019-09-15 14:40:00,2019-09-15 15:33:00,2019-09-15 14:47:00,2019-09-15 15:31:00,72243012960.0,94.0,0.0,29.84,10.0,10.0,72278023183.0,97.0,0.0,28.63,10.0,5.0
219,UA,4773,MOT,DEN,2019-09-01,122,N21130,-3,-23,0,0,0,0,0,N,2019,9,1,6,2019-09-01 06:13:00,2019-09-01 07:15:00,2019-09-01 06:10:00,2019-09-01 06:52:00,72767624013.0,58.0,0.0,28.18,10.0,11.0,72565003017.0,69.0,0.0,24.72,10.0,5.0
2743,B6,525,JFK,TPA,2019-09-01,177,N608JB,4,-6,0,0,0,0,0,N,2019,9,1,6,2019-09-01 07:46:00,2019-09-01 10:43:00,2019-09-01 07:50:00,2019-09-01 10:37:00,74486094789.0,68.0,0.0,30.32,10.0,9.0,72211012842.0,86.0,0.0,29.96,10.0,7.0
363129,AA,615,PHX,ORD,2019-09-17,207,N146AA,-9,-28,0,0,0,0,0,N,2019,9,17,1,2019-09-17 12:10:00,2019-09-17 17:37:00,2019-09-17 12:01:00,2019-09-17 17:09:00,72278023183.0,92.0,0.0,28.72,10.0,6.0,72530094846.0,72.0,0.0,29.39,10.0,7.0
125297,WN,1865,OAK,PDX,2019-09-06,105,N215WN,0,-18,0,0,0,0,0,N,2019,9,6,4,2019-09-06 19:15:00,2019-09-06 21:00:00,2019-09-06 19:15:00,2019-09-06 20:42:00,72493023230.0,64.0,0.0,29.96,10.0,17.0,72698024229.0,66.0,0.0,29.98,10.0,5.0
650436,G4,896,GSO,PIE,2019-09-30,106,301NV,-10,-21,0,0,0,0,0,N,2019,9,30,0,2019-09-30 14:55:00,2019-09-30 16:41:00,2019-09-30 14:45:00,2019-09-30 16:20:00,72317013723.0,77.0,0.0,29.21,7.0,6.0,72211612873.0,91.0,0.0,29.95,10.0,17.0
479028,AS,3348,SFO,DAL,2019-09-22,200,N404SY,-4,2,0,0,0,0,0,N,2019,9,22,6,2019-09-22 16:55:00,2019-09-22 22:15:00,2019-09-22 16:51:00,2019-09-22 22:17:00,72494023234.0,67.0,0.0,29.89,10.0,23.0,72258013960.0,86.0,0.0,29.44,10.0,17.0
1112,WN,2318,LAS,SJC,2019-09-01,85,N8301J,-9,-8,0,0,0,0,0,N,2019,9,1,6,2019-09-01 07:30:00,2019-09-01 08:55:00,2019-09-01 07:21:00,2019-09-01 08:47:00,72386023169.0,89.0,0.0,27.68,10.0,5.0,72494523293.0,74.0,0.0,29.9,10.0,0.0
509941,AA,5516,IAD,CLT,2019-09-24,105,N567NN,-8,-12,0,0,0,0,0,N,2019,9,24,1,2019-09-24 09:17:00,2019-09-24 11:02:00,2019-09-24 09:09:00,2019-09-24 10:50:00,72403093738.0,73.0,0.0,29.59,10.0,9.0,72314013881.0,84.0,0.0,29.14,10.0,8.0
641220,WN,2497,SNA,PHX,2019-09-30,80,N958WN,1,-15,0,0,0,0,0,N,2019,9,30,0,2019-09-30 08:45:00,2019-09-30 10:05:00,2019-09-30 08:46:00,2019-09-30 09:50:00,72297793184.0,68.0,0.0,29.86,10.0,0.0,72278023183.0,78.0,0.0,28.63,10.0,3.0
579698,AA,4531,BUF,PHL,2019-09-27,80,N108HQ,-1,-4,0,0,0,0,0,N,2019,9,27,4,2019-09-27 10:45:00,2019-09-27 12:05:00,2019-09-27 10:44:00,2019-09-27 12:01:00,72528014733.0,67.0,0.0,29.29,10.0,14.0,72408013739.0,77.0,0.0,30.11,10.0,6.0
583221,AA,1608,DFW,LGA,2019-09-27,205,N344PP,-2,-10,0,0,0,0,0,N,2019,9,27,4,2019-09-27 10:15:00,2019-09-27 14:40:00,2019-09-27 10:13:00,2019-09-27 14:30:00,72259003927.0,83.0,0.0,29.21,10.0,16.0,72503014732.0,77.0,0.0,30.05,10.0,10.0
182576,UA,4811,ORD,FNT,2019-09-09,73,N416AW,203,186,0,0,0,0,186,N,2019,9,9,0,2019-09-09 14:06:00,2019-09-09 16:19:00,2019-09-09 17:29:00,2019-09-09 19:25:00,72530094846.0,73.0,0.0,29.41,10.0,9.0,72637014826.0,71.0,0.0,29.41,10.0,6.0
286180,AS,2671,PDX,SEA,2019-09-14,55,N451QX,-2,7,0,0,0,0,0,N,2019,9,14,5,2019-09-14 07:30:00,2019-09-14 08:25:00,2019-09-14 07:28:00,2019-09-14 08:32:00,72698024229.0,62.0,0.0,29.93,10.0,3.0,72793024233.0,63.0,0.0,29.54,10.0,9.0
391129,DL,3392,DTW,TYS,2019-09-18,102,N8980A,-2,-23,0,0,0,0,0,N,2019,9,18,2,2019-09-18 20:10:00,2019-09-18 21:52:00,2019-09-18 20:08:00,2019-09-18 21:29:00,72537094847.0,67.0,0.0,29.47,10.0,7.0,72326013891.0,80.0,0.0,29.01,10.0,5.0
180539,AA,5748,DFW,FSD,2019-09-09,128,N933LR,40,25,0,0,0,0,25,N,2019,9,9,0,2019-09-09 12:40:00,2019-09-09 14:48:00,2019-09-09 13:20:00,2019-09-09 15:13:00,72259003927.0,92.0,0.0,29.35,10.0,14.0,72651014944.0,77.0,0.0,28.25,10.0,18.0
201539,UA,1103,DEN,IAH,2019-09-10,145,N36472,-2,-1,0,0,0,0,0,N,2019,9,10,1,2019-09-10 09:55:00,2019-09-10 13:20:00,2019-09-10 09:53:00,2019-09-10 13:19:00,72565003017.0,72.0,0.0,24.59,10.0,6.0,72243012960.0,88.0,0.14,29.95,10.0,5.0
538654,WN,1294,STL,SMF,2019-09-25,250,N273WN,-2,-25,0,0,0,0,0,N,2019,9,25,2,2019-09-25 13:45:00,2019-09-25 15:55:00,2019-09-25 13:43:00,2019-09-25 15:30:00,72434013994.0,79.0,0.0,29.06,10.0,0.0,72483993225.0,100.0,0.0,29.65,10.0,9.0
254852,AA,1909,CLT,RIC,2019-09-12,74,N108UW,0,-3,0,0,0,0,0,N,2019,9,12,3,2019-09-12 18:00:00,2019-09-12 19:14:00,2019-09-12 18:00:00,2019-09-12 19:11:00,72314013881.0,93.0,0.0,29.26,10.0,6.0,72401013740.0,85.0,0.0,29.88,10.0,0.0
595658,DL,1720,ATL,MCI,2019-09-27,123,N875DN,-4,12,0,0,0,0,0,N,2019,9,27,4,2019-09-27 22:59:00,2019-09-28 00:02:00,2019-09-27 22:55:00,2019-09-28 00:14:00,72219013874.0,83.0,0.0,28.92,10.0,8.0,72446003947.0,70.0,0.07,28.7,7.0,5.0
547622,DL,3531,DTW,CHS,2019-09-25,135,N833SK,0,-17,0,0,0,0,0,N,2019,9,25,2,2019-09-25 20:25:00,2019-09-25 22:40:00,2019-09-25 20:25:00,2019-09-25 22:23:00,72537094847.0,68.0,0.0,29.07,10.0,6.0,72208013880.0,78.0,0.0,29.86,10.0,8.0
445476,WN,3912,ONT,SFO,2019-09-21,85,N7857B,-4,-18,0,0,0,0,0,N,2019,9,21,5,2019-09-21 10:00:00,2019-09-21 11:25:00,2019-09-21 09:56:00,2019-09-21 11:07:00,74704003102.0,78.0,0.0,28.94,10.0,3.0,72494023234.0,76.0,0.0,29.93,10.0,0.0
156844,UA,4716,GTF,DEN,2019-09-08,120,N846HK,-15,-16,0,0,0,0,0,N,2019,9,8,6,2019-09-08 12:35:00,2019-09-08 14:35:00,2019-09-08 12:20:00,2019-09-08 14:19:00,72775024143.0,69.0,0.0,26.09,10.0,8.0,72565003017.0,77.0,0.0,24.5,10.0,14.0
420741,DL,373,ATL,ONT,2019-09-20,261,N807DN,-5,17,0,0,17,0,0,N,2019,9,20,4,2019-09-20 08:25:00,2019-09-20 09:46:00,2019-09-20 08:20:00,2019-09-20 10:03:00,72219013874.0,69.0,0.0,29.21,10.0,7.0,74704003102.0,72.0,0.0,28.94,10.0,0.0
592173,DL,3370,DTW,CID,2019-09-27,106,N315PQ,8,2,0,0,0,0,0,N,2019,9,27,4,2019-09-27 20:16:00,2019-09-27 21:02:00,2019-09-27 20:24:00,2019-09-27 21:04:00,72537094847.0,68.0,0.13,29.13,10.0,11.0,72545014990.0,64.0,0.0,28.84,10.0,11.0
293983,UA,2283,SAV,ORD,2019-09-14,145,N840UA,-11,-35,0,0,0,0,0,N,2019,9,14,5,2019-09-14 13:30:00,2019-09-14 14:55:00,2019-09-14 13:19:00,2019-09-14 14:20:00,72207003822.0,88.0,0.0,30.08,10.0,10.0,72530094846.0,79.0,0.0,29.41,10.0,10.0
337807,DL,2627,MCI,SLC,2019-09-16,153,N964AT,-10,-8,0,0,0,0,0,N,2019,9,16,0,2019-09-16 14:20:00,2019-09-16 15:53:00,2019-09-16 14:10:00,2019-09-16 15:45:00,72446003947.0,88.0,0.0,28.95,10.0,6.0,72572024127.0,85.0,0.0,25.48,10.0,23.0
151328,DL,1744,JFK,DEN,2019-09-08,270,N833DN,-10,-14,0,0,0,0,0,N,2019,9,8,6,2019-09-08 08:00:00,2019-09-08 10:30:00,2019-09-08 07:50:00,2019-09-08 10:16:00,74486094789.0,67.0,0.0,30.01,10.0,10.0,72565003017.0,68.0,0.0,24.62,10.0,7.0
288362,NK,843,ORD,MYR,2019-09-14,128,N641NK,-4,-8,0,0,0,0,0,N,2019,9,14,5,2019-09-14 07:10:00,2019-09-14 10:18:00,2019-09-14 07:06:00,2019-09-14 10:10:00,72530094846.0,59.0,0.0,29.49,10.0,7.0,74791013717.0,80.0,0.12,30.19,10.0,9.0
582251,DL,2506,ATL,ECP,2019-09-27,63,N917DL,-6,-3,0,0,0,0,0,N,2019,9,27,4,2019-09-27 13:55:00,2019-09-27 13:58:00,2019-09-27 13:49:00,2019-09-27 13:55:00,72219013874.0,95.0,0.0,28.88,10.0,6.0,72073573805.0,92.0,0.0,29.85,10.0,14.0
423999,WN,787,FLL,BWI,2019-09-20,165,N714CB,-2,-24,0,0,0,0,0,N,2019,9,20,4,2019-09-20 09:20:00,2019-09-20 12:05:00,2019-09-20 09:18:00,2019-09-20 11:41:00,74783012849.0,75.0,0.02,30.02,7.0,17.0,72406093721.0,76.0,0.0,30.09,10.0,7.0
329552,AA,2033,BOS,CLT,2019-09-16,152,N722US,-6,-25,0,0,0,0,0,N,2019,9,16,0,2019-09-16 07:24:00,2019-09-16 09:56:00,2019-09-16 07:18:00,2019-09-16 09:31:00,72509014739.0,65.0,0.0,30.04,10.0,10.0,72314013881.0,83.0,0.0,29.28,9.0,5.0
306917,WN,5664,SEA,SMF,2019-09-15,120,N949WN,-1,-4,0,0,0,0,0,N,2019,9,15,6,2019-09-15 08:20:00,2019-09-15 10:20:00,2019-09-15 08:19:00,2019-09-15 10:16:00,72793024233.0,59.0,0.02,29.27,10.0,11.0,72483993225.0,75.0,0.0,29.78,10.0,14.0
135798,UA,3824,ORD,MDT,2019-09-07,117,N444ZW,-11,-27,0,0,0,0,0,N,2019,9,7,5,2019-09-07 09:50:00,2019-09-07 12:47:00,2019-09-07 09:39:00,2019-09-07 12:20:00,72530094846.0,71.0,0.0,29.33,10.0,8.0,72399014711.0,78.0,0.0,29.54,10.0,17.0
478751,AS,1024,SFO,JFK,2019-09-22,350,N921VA,16,13,0,0,0,0,0,N,2019,9,22,6,2019-09-22 13:10:00,2019-09-22 22:00:00,2019-09-22 13:26:00,2019-09-22 22:13:00,72494023234.0,67.0,0.0,29.9,10.0,23.0,74486094789.0,72.0,0.0,30.01,10.0,9.0
218199,UA,4813,GSP,ORD,2019-09-11,130,N431AW,-10,-15,0,0,0,0,0,N,2019,9,11,2,2019-09-11 08:00:00,2019-09-11 09:10:00,2019-09-11 07:50:00,2019-09-11 08:55:00,72312003870.0,76.0,0.0,29.27,8.0,0.0,72530094846.0,80.0,0.0,29.39,10.0,8.0
5314,F9,2075,SAT,LAS,2019-09-01,175,N201FR,-4,-20,0,0,0,0,0,N,2019,9,1,6,2019-09-01 12:04:00,2019-09-01 12:59:00,2019-09-01 12:00:00,2019-09-01 12:39:00,72253012921.0,91.0,0.0,29.19,10.0,9.0,72386023169.0,107.0,0.0,27.62,10.0,10.0
498247,DL,1250,HSV,ATL,2019-09-23,67,N990DL,-2,-16,0,0,0,0,0,N,2019,9,23,0,2019-09-23 17:04:00,2019-09-23 19:11:00,2019-09-23 17:02:00,2019-09-23 18:55:00,72323003856.0,85.0,0.0,29.32,10.0,9.0,72219013874.0,86.0,0.0,28.91,10.0,5.0
207268,DL,3004,SFO,ATL,2019-09-10,279,N885DN,-1,-11,0,0,0,0,0,N,2019,9,10,1,2019-09-10 09:55:00,2019-09-10 17:34:00,2019-09-10 09:54:00,2019-09-10 17:23:00,72494023234.0,68.0,0.0,29.91,10.0,16.0,72219013874.0,86.0,0.0,29.13,10.0,3.0
421250,WN,1562,BUR,PHX,2019-09-20,90,N799SW,-1,-19,0,0,0,0,0,N,2019,9,20,4,2019-09-20 08:40:00,2019-09-20 10:10:00,2019-09-20 08:39:00,2019-09-20 09:51:00,72288023152.0,67.0,0.0,29.14,10.0,0.0,72278023183.0,85.0,0.0,28.66,10.0,5.0
394149,UA,5291,COS,DEN,2019-09-19,57,N791SK,-2,-9,0,0,0,0,0,N,2019,9,19,3,2019-09-19 06:00:00,2019-09-19 06:57:00,2019-09-19 05:58:00,2019-09-19 06:48:00,72466093037.0,50.0,0.0,23.98,9.0,8.0,72565003017.0,58.0,0.0,24.61,10.0,9.0
262480,AA,1688,ONT,PHX,2019-09-13,77,N837AW,-5,1,0,0,0,0,0,N,2019,9,13,4,2019-09-13 06:30:00,2019-09-13 07:47:00,2019-09-13 06:25:00,2019-09-13 07:48:00,74704003102.0,75.0,0.0,29.0,10.0,0.0,72278023183.0,86.0,0.0,28.75,10.0,0.0
429705,AA,3619,GSO,ORD,2019-09-20,130,N685AE,-6,-20,0,0,0,0,0,N,2019,9,20,4,2019-09-20 15:06:00,2019-09-20 16:16:00,2019-09-20 15:00:00,2019-09-20 15:56:00,72317013723.0,78.0,0.0,29.3,10.0,5.0,72530094846.0,84.0,0.0,29.37,10.0,9.0
637097,UA,5471,LAX,AUS,2019-09-29,191,N118SY,-3,-10,0,0,0,0,0,N,2019,9,29,6,2019-09-29 23:55:00,2019-09-30 05:06:00,2019-09-29 23:52:00,2019-09-30 04:56:00,72295023174.0,61.0,0.0,29.52,10.0,5.0,72254013904.0,79.0,0.0,29.46,10.0,8.0
640638,AA,5788,SDF,DFW,2019-09-30,139,N943LR,-5,-5,0,0,0,0,0,N,2019,9,30,0,2019-09-30 08:21:00,2019-09-30 09:40:00,2019-09-30 08:16:00,2019-09-30 09:35:00,72423093821.0,76.0,0.0,29.62,10.0,0.0,72259003927.0,85.0,0.0,29.38,10.0,18.0
507370,AA,1737,PHL,BNA,2019-09-24,125,N840AW,-5,-7,0,0,0,0,0,N,2019,9,24,1,2019-09-24 07:59:00,2019-09-24 09:04:00,2019-09-24 07:54:00,2019-09-24 08:57:00,72408013739.0,69.0,0.0,29.83,10.0,8.0,72327013897.0,75.0,0.0,29.4,10.0,11.0
224631,AA,5448,DCA,IND,2019-09-11,107,N206PS,8,-1,0,0,0,0,0,N,2019,9,11,2,2019-09-11 12:02:00,2019-09-11 13:59:00,2019-09-11 12:20:00,2019-09-11 13:58:00,72405013743.0,87.0,0.0,30.1,10.0,10.0,72438093819.0,88.0,0.0,29.29,10.0,11.0
405416,NK,1189,IAH,LAS,2019-09-19,192,N510NK,0,0,0,0,0,0,0,B,2019,9,19,3,2019-09-19 14:25:00,2019-09-19 15:37:00,,,72243012960.0,74.0,0.09,29.78,5.0,14.0,72386023169.0,86.0,0.0,27.4,10.0,9.0
393338,UA,6322,IAD,ATL,2019-09-18,114,N88331,56,32,0,0,0,0,32,N,2019,9,18,2,2019-09-18 22:15:00,2019-09-19 00:09:00,2019-09-18 23:11:00,2019-09-19 00:41:00,72403093738.0,63.0,0.0,29.91,10.0,10.0,72219013874.0,72.0,0.0,29.04,10.0,10.0
46312,UA,221,MCO,IAD,2019-09-03,127,,0,0,0,0,0,0,0,B,2019,9,3,1,2019-09-03 09:30:00,2019-09-03 11:37:00,,,72205012815.0,83.0,0.03,29.68,9.0,14.0,72403093738.0,82.0,0.0,29.71,10.0,5.0
84206,NK,214,LAS,DFW,2019-09-05,159,N628NK,-7,-15,0,0,0,0,0,N,2019,9,5,3,2019-09-05 01:30:00,2019-09-05 06:09:00,2019-09-05 01:23:00,2019-09-05 05:54:00,72386023169.0,92.0,0.0,27.64,10.0,3.0,72259003927.0,77.0,0.0,29.44,10.0,5.0
44919,UA,6044,ATL,IAH,2019-09-03,133,N87318,-2,-9,0,0,0,0,0,N,2019,9,3,1,2019-09-03 09:25:00,2019-09-03 10:38:00,2019-09-03 09:23:00,2019-09-03 10:29:00,72219013874.0,85.0,0.0,28.96,10.0,3.0,72243012960.0,92.0,0.0,29.84,10.0,9.0
148930,UA,4766,SDF,DEN,2019-09-08,185,N11127,1,13,0,0,0,0,0,N,2019,9,8,6,2019-09-08 07:30:00,2019-09-08 08:35:00,2019-09-08 07:31:00,2019-09-08 08:48:00,72423093821.0,67.0,0.0,29.56,10.0,3.0,72565003017.0,61.0,0.0,24.65,10.0,7.0
7807,UA,4596,MCI,DEN,2019-09-01,114,N173GJ,-8,-23,0,0,0,0,0,N,2019,9,1,6,2019-09-01 14:11:00,2019-09-01 15:05:00,2019-09-01 14:03:00,2019-09-01 14:42:00,72446003947.0,77.0,0.0,29.03,10.0,3.0,72565003017.0,96.0,0.0,24.65,10.0,3.0
261398,F9,1426,PHX,ORD,2019-09-13,209,N352FR,84,60,60,0,0,0,0,N,2019,9,13,4,2019-09-13 00:29:00,2019-09-13 05:58:00,2019-09-13 01:53:00,2019-09-13 06:58:00,72278023183.0,85.0,0.0,28.7,10.0,0.0,72530094846.0,70.0,0.01,29.25,10.0,6.0
451009,AA,5754,ELP,PHX,2019-09-21,81,N912FJ,7,20,0,0,13,0,7,N,2019,9,21,5,2019-09-21 15:43:00,2019-09-21 16:04:00,2019-09-21 15:50:00,2019-09-21 16:24:00,72270023044.0,69.0,0.02,26.01,10.0,8.0,72278023183.0,95.0,0.0,28.63,10.0,10.0
284280,WN,951,HOU,IND,2019-09-13,130,N952WN,6,-1,0,0,0,0,0,N,2019,9,13,4,2019-09-13 21:00:00,2019-09-14 00:10:00,2019-09-13 21:06:00,2019-09-14 00:09:00,72244012918.0,84.0,0.0,30.02,10.0,3.0,72438093819.0,64.0,0.0,29.31,10.0,6.0
149311,UA,799,IAH,AUS,2019-09-08,62,N75432,-10,-28,0,0,0,0,0,N,2019,9,8,6,2019-09-08 07:50:00,2019-09-08 08:52:00,2019-09-08 07:40:00,2019-09-08 08:24:00,72243012960.0,81.0,0.0,29.91,10.0,0.0,72254013904.0,86.0,0.0,29.48,10.0,14.0
96343,DL,5273,DTW,TYS,2019-09-05,101,N8869B,-3,-10,0,0,0,0,0,N,2019,9,5,3,2019-09-05 14:35:00,2019-09-05 16:16:00,2019-09-05 14:32:00,2019-09-05 16:06:00,72537094847.0,71.0,0.0,29.4,10.0,3.0,72326013891.0,87.0,0.0,28.87,10.0,10.0
65295,WN,2414,LGA,DAL,2019-09-04,210,N437WN,-3,-3,0,0,0,0,0,N,2019,9,4,2,2019-09-04 07:00:00,2019-09-04 09:30:00,2019-09-04 06:57:00,2019-09-04 09:27:00,72503014732.0,72.0,0.0,29.95,10.0,11.0,72258013960.0,91.0,0.0,29.57,10.0,7.0
