,carrier_code,flight_number,origin_airport,destination_airport,date,scheduled_elapsed_time,tail_number,departure_delay,arrival_delay,delay_carrier,delay_weather,delay_national_aviation_system,delay_security,delay_late_aircarft_arrival,cancelled_code,year,month,day,weekday,scheduled_departure_dt,scheduled_arrival_dt,actual_departure_dt,actual_arrival_dt,STATION_x,HourlyDryBulbTemperature_x,HourlyPrecipitation_x,HourlyStationPressure_x,HourlyVisibility_x,HourlyWindSpeed_x,STATION_y,HourlyDryBulbTemperature_y,HourlyPrecipitation_y,HourlyStationPressure_y,HourlyVisibility_y,HourlyWindSpeed_y
324555,AS,2003,BOI,SEA,2019-11-15,103,N437QX,-10,2,0,0,0,0,0,N,2019,11,15,4,2019-11-15 16:55:00,2019-11-15 17:38:00,2019-11-15 16:45:00,2019-11-15 17:40:00,72681024131.0,57.0,0.0,27.14,10.0,6.0,72793024233.0,53.0,0.0,29.7,10.0,9.0
319008,B6,836,MSP,BOS,2019-11-15,165,N586JB,-8,-24,0,0,0,0,0,N,2019,11,15,4,2019-11-15 09:59:00,2019-11-15 13:44:00,2019-11-15 09:51:00,2019-11-15 13:20:00,72658014922.0,36.0,0.0,29.44,10.0,8.0,72509014739.0,54.0,0.0,30.03,10.0,16.0
266244,WN,856,BNA,RDU,2019-11-13,85,N431WN,-4,4,0,0,0,0,0,N,2019,11,13,2,2019-11-13 06:30:00,2019-11-13 08:55:00,2019-11-13 06:26:00,2019-11-13 08:59:00,72327013897.0,19.0,0.0,29.72,10.0,6.0,72306013722.0,29.0,0.0,29.94,10.0,13.0
146730,UA,4934,IAD,CHO,2019-11-07,55,N16178,-4,-4,0,0,0,0,0,N,2019,11,7,3,2019-11-07 18:15:00,2019-11-07 19:10:00,2019-11-07 18:11:00,2019-11-07 19:06:00,72403093738.0,53.0,0.04,29.7,7.0,8.0,72401693736.0,60.0,0.0,29.34,10.0,0.0
350077,UA,2224,LAS,ORD,2019-11-16,203,N76265,-3,-6,0,0,0,0,0,N,2019,11,16,5,2019-11-16 16:15:00,2019-11-16 21:38:00,2019-11-16 16:12:00,2019-11-16 21:32:00,72386023169.0,76.0,0.0,27.74,10.0,0.0,72530094846.0,32.0,0.0,29.48,10.0,8.0
621682,UA,655,IAD,BOS,2019-11-29,89,N36207,-5,-10,0,0,0,0,0,N,2019,11,29,4,2019-11-29 12:45:00,2019-11-29 14:14:00,2019-11-29 12:40:00,2019-11-29 14:04:00,72403093738.0,48.0,0.0,29.87,10.0,9.0,72509014739.0,41.0,0.0,30.01,10.0,18.0
199713,WN,6745,TPA,ATL,2019-11-10,95,N963WN,-3,-14,0,0,0,0,0,N,2019,11,10,6,2019-11-10 09:10:00,2019-11-10 10:45:00,2019-11-10 09:07:00,2019-11-10 10:31:00,72211012842.0,65.0,0.0,30.17,10.0,7.0,72219013874.0,58.0,0.0,29.14,10.0,6.0
348499,DL,2317,ATL,EWR,2019-11-16,134,N930DZ,-3,-20,0,0,0,0,0,N,2019,11,16,5,2019-11-16 17:45:00,2019-11-16 19:59:00,2019-11-16 17:42:00,2019-11-16 19:39:00,72219013874.0,57.0,0.0,28.93,10.0,8.0,72502014734.0,33.0,0.0,30.44,10.0,17.0
449126,AA,5621,CLT,MLB,2019-11-21,106,N568NN,-6,-15,0,0,0,0,0,N,2019,11,21,3,2019-11-21 09:30:00,2019-11-21 11:16:00,2019-11-21 09:24:00,2019-11-21 11:01:00,72314013881.0,50.0,0.0,29.49,10.0,8.0,72204012838.0,74.0,0.0,30.06,10.0,6.0
388819,DL,1270,SEA,ATL,2019-11-18,289,N1610D,-1,-21,0,0,0,0,0,N,2019,11,18,0,2019-11-18 09:31:00,2019-11-18 17:20:00,2019-11-18 09:30:00,2019-11-18 16:59:00,72793024233.0,50.0,0.02,29.48,0.5,0.0,72219013874.0,59.0,0.0,28.67,10.0,7.0
350403,UA,3450,ORD,CMH,2019-11-16,83,N752YX,11,0,0,0,0,0,0,N,2019,11,16,5,2019-11-16 19:35:00,2019-11-16 21:58:00,2019-11-16 19:46:00,2019-11-16 21:58:00,72530094846.0,33.0,0.0,29.5,10.0,8.0,72428014821.0,30.0,0.0,29.34,10.0,5.0
350950,AS,3384,SFO,PSP,2019-11-16,90,N173SY,-8,-3,0,0,0,0,0,N,2019,11,16,5,2019-11-16 21:10:00,2019-11-16 22:40:00,2019-11-16 21:02:00,2019-11-16 22:37:00,72494023234.0,55.0,0.0,30.08,9.0,7.0,72286893138.0,70.0,0.0,29.52,10.0,3.0
134027,AA,607,MSY,CLT,2019-11-07,119,N122US,13,1,0,0,0,0,0,N,2019,11,7,3,2019-11-07 07:03:00,2019-11-07 10:02:00,2019-11-07 07:16:00,2019-11-07 10:03:00,72231012916.0,72.0,0.0,30.1,3.0,5.0,72314013881.0,58.0,0.0,29.44,9.0,7.0
588218,AS,2011,YKM,SEA,2019-11-27,47,N401QX,3,-2,0,0,0,0,0,N,2019,11,27,2,2019-11-27 14:00:00,2019-11-27 14:47:00,2019-11-27 14:03:00,2019-11-27 14:45:00,72781024243.0,37.0,0.0,28.42,10.0,17.0,72793024233.0,46.0,0.0,29.11,10.0,15.0
269188,UA,403,DEN,SNA,2019-11-13,146,N402UA,-2,-9,0,0,0,0,0,N,2019,11,13,2,2019-11-13 09:40:00,2019-11-13 11:06:00,2019-11-13 09:38:00,2019-11-13 10:57:00,72565003017.0,51.0,0.0,24.6,10.0,15.0,72297793184.0,67.0,0.0,29.96,2.0,6.0
254533,AA,5931,DFW,GSO,2019-11-12,141,N928LR,-3,-1,0,0,0,0,0,N,2019,11,12,1,2019-11-12 13:33:00,2019-11-12 16:54:00,2019-11-12 13:30:00,2019-11-12 16:53:00,72259003927.0,36.0,0.0,29.88,10.0,9.0,72317013723.0,37.0,0.0,29.12,10.0,9.0
137129,UA,4654,GUC,DEN,2019-11-07,61,N842HK,-19,-24,0,0,0,0,0,N,2019,11,7,3,2019-11-07 11:15:00,2019-11-07 12:16:00,2019-11-07 10:56:00,2019-11-07 11:52:00,72467793007.0,40.0,0.02,22.9,10.0,3.0,72565003017.0,44.0,0.0,24.85,10.0,0.0
489628,AA,4686,PHL,OKC,2019-11-22,228,N122HQ,-2,-7,0,0,0,0,0,N,2019,11,22,4,2019-11-22 21:00:00,2019-11-22 23:48:00,2019-11-22 20:58:00,2019-11-22 23:41:00,72408013739.0,42.0,0.0,29.99,10.0,10.0,72353013967.0,36.0,0.0,28.7,10.0,11.0
327373,DL,4452,FAT,SLC,2019-11-15,104,N286SY,-3,-7,0,0,0,0,0,N,2019,11,15,4,2019-11-15 16:54:00,2019-11-15 19:38:00,2019-11-15 16:51:00,2019-11-15 19:31:00,72389093193.0,65.0,0.0,29.75,8.0,5.0,72572024127.0,47.0,0.0,25.81,10.0,0.0
303972,UA,5659,PAE,DEN,2019-11-14,165,N140SY,-9,-24,0,0,0,0,0,N,2019,11,14,3,2019-11-14 15:55:00,2019-11-14 19:40:00,2019-11-14 15:46:00,2019-11-14 19:16:00,72793724222.0,52.0,0.0,29.32,10.0,8.5,72565003017.0,36.0,0.0,24.74,10.0,10.0
33480,AA,4796,PHL,SWF,2019-11-02,76,N647AE,-8,-22,0,0,0,0,0,N,2019,11,2,5,2019-11-02 15:39:00,2019-11-02 16:55:00,2019-11-02 15:31:00,2019-11-02 16:33:00,72408013739.0,53.0,0.0,30.04,10.0,10.0,72503814714.0,48.0,,29.51,20.0,0.0
524140,AA,3109,ORD,MKE,2019-11-24,52,N702SK,-4,-16,0,0,0,0,0,N,2019,11,24,6,2019-11-24 16:55:00,2019-11-24 17:47:00,2019-11-24 16:51:00,2019-11-24 17:31:00,72530094846.0,47.0,0.0,28.9,10.0,6.0,72640014839.0,46.0,0.0,28.87,10.0,7.0
138423,UA,462,IAH,LAS,2019-11-07,201,N76269,-2,-14,0,0,0,0,0,N,2019,11,7,3,2019-11-07 11:55:00,2019-11-07 13:16:00,2019-11-07 11:53:00,2019-11-07 13:02:00,72243012960.0,68.0,0.1,30.01,1.5,15.0,72386023169.0,77.0,0.0,27.85,10.0,5.0
345103,UA,4687,ORD,GSP,2019-11-16,118,N11113,49,29,29,0,0,0,0,N,2019,11,16,5,2019-11-16 14:00:00,2019-11-16 16:58:00,2019-11-16 14:49:00,2019-11-16 17:27:00,72530094846.0,41.0,0.0,29.58,8.0,6.0,72312003870.0,54.0,0.0,29.01,10.0,10.0
43312,AA,3552,MIA,JAX,2019-11-03,79,N687JS,-4,-9,0,0,0,0,0,N,2019,11,3,6,2019-11-03 08:29:00,2019-11-03 09:48:00,2019-11-03 08:25:00,2019-11-03 09:39:00,72202012839.0,82.0,0.0,30.0,10.0,5.0,72206013889.0,64.0,0.0,30.14,10.0,8.0
353677,AA,1872,BOI,PHX,2019-11-17,132,N604AW,34,11,0,0,0,0,0,N,2019,11,17,6,2019-11-17 06:30:00,2019-11-17 08:42:00,2019-11-17 07:04:00,2019-11-17 08:53:00,72681024131.0,36.0,0.0,27.3,10.0,8.0,72278023183.0,63.0,0.0,28.85,10.0,0.0
538369,AS,2959,SFO,SEA,2019-11-25,151,N648QX,11,14,0,0,0,0,0,N,2019,11,25,0,2019-11-25 09:05:00,2019-11-25 11:36:00,2019-11-25 09:16:00,2019-11-25 11:50:00,72494023234.0,57.0,0.0,30.09,10.0,7.0,72793024233.0,45.0,0.0,29.67,10.0,8.0
374897,NK,334,LAS,PIT,2019-11-17,240,N606NK,-9,-3,0,0,0,0,0,N,2019,11,17,6,2019-11-17 23:35:00,2019-11-18 06:35:00,2019-11-17 23:26:00,2019-11-18 06:32:00,72386023169.0,59.0,0.0,27.78,10.0,0.0,72520094823.0,32.0,0.0,28.51,10.0,0.0
305532,AA,4704,DCA,CMH,2019-11-14,82,N403YX,-4,-10,0,0,0,0,0,N,2019,11,14,3,2019-11-14 19:30:00,2019-11-14 20:52:00,2019-11-14 19:26:00,2019-11-14 20:42:00,72405013743.0,39.0,0.0,30.27,10.0,0.0,72428014821.0,35.0,0.0,29.39,10.0,3.0
478515,B6,928,MCO,EWR,2019-11-22,161,N624JB,101,116,0,0,116,0,0,N,2019,11,22,4,2019-11-22 12:53:00,2019-11-22 15:34:00,2019-11-22 14:34:00,2019-11-22 17:30:00,72205012815.0,78.0,0.0,29.98,10.0,7.0,72502014734.0,48.0,0.0,29.73,10.0,21.0
217002,F9,771,DEN,LAS,2019-11-10,137,N716FR,17,18,0,0,18,0,0,N,2019,11,10,6,2019-11-10 22:27:00,2019-11-10 23:44:00,2019-11-10 22:44:00,2019-11-11 00:02:00,72565003017.0,26.0,0.01,24.78,1.25,15.0,72386023169.0,57.0,0.0,27.72,10.0,6.0
276577,WN,2270,BWI,SLC,2019-11-13,300,N8656B,24,10,0,0,0,0,0,N,2019,11,13,2,2019-11-13 13:35:00,2019-11-13 16:35:00,2019-11-13 13:59:00,2019-11-13 16:45:00,72406093721.0,37.0,0.0,30.21,10.0,6.0,72572024127.0,55.0,0.0,25.79,10.0,5.0
545797,DL,3640,ATL,MLU,2019-11-25,108,N779CA,-6,-18,0,0,0,0,0,N,2019,11,25,0,2019-11-25 16:24:00,2019-11-25 17:12:00,2019-11-25 16:18:00,2019-11-25 16:54:00,72219013874.0,61.0,0.0,28.79,10.0,5.0,72248613942.0,67.0,0.0,29.67,10.0,10.0
454079,UA,360,LAX,IAD,2019-11-21,292,N27205,-8,-30,0,0,0,0,0,N,2019,11,21,3,2019-11-21 07:00:00,2019-11-21 14:52:00,2019-11-21 06:52:00,2019-11-21 14:22:00,72295023174.0,55.0,0.0,29.49,10.0,3.0,72403093738.0,53.0,0.0,29.8,10.0,7.0
435042,AA,4144,FAR,ORD,2019-11-20,119,N616AE,-7,-12,0,0,0,0,0,N,2019,11,20,2,2019-11-20 15:45:00,2019-11-20 17:44:00,2019-11-20 15:38:00,2019-11-20 17:32:00,72753014914.0,39.0,0.0,28.93,10.0,11.0,72530094846.0,44.0,0.0,29.39,10.0,7.0
371980,UA,4603,ORD,MLI,2019-11-17,66,N11113,-6,-26,0,0,0,0,0,N,2019,11,17,6,2019-11-17 21:05:00,2019-11-17 22:11:00,2019-11-17 20:59:00,2019-11-17 21:45:00,72530094846.0,37.0,0.03,29.12,4.0,3.0,72544014923.0,38.0,0.0,29.22,9.0,5.0
361104,UA,6167,IAD,CMH,2019-11-17,84,N515MJ,-8,-22,0,0,0,0,0,N,2019,11,17,6,2019-11-17 13:00:00,2019-11-17 14:24:00,2019-11-17 12:52:00,2019-11-17 14:02:00,72403093738.0,42.0,0.0,29.82,10.0,7.0,72428014821.0,50.0,0.0,29.09,10.0,3.0
597566,AA,297,LAX,HNL,2019-11-27,357,N119NN,10,-9,0,0,0,0,0,N,2019,11,27,2,2019-11-27 17:30:00,2019-11-27 21:27:00,2019-11-27 17:40:00,2019-11-27 21:18:00,72295023174.0,56.0,0.06,29.53,10.0,8.0,91182022521.0,77.0,0.0,29.97,10.0,0.0
460880,G4,1303,CVG,CHS,2019-11-21,95,276NV,-6,-27,0,0,0,0,0,N,2019,11,21,3,2019-11-21 18:05:00,2019-11-21 19:40:00,2019-11-21 17:59:00,2019-11-21 19:13:00,72421093814.0,54.0,0.0,29.02,10.0,14.0,72208013880.0,52.0,0.0,30.18,10.0,0.0
202203,AA,4734,PHL,CLE,2019-11-10,105,N646AE,-12,-4,0,0,0,0,0,N,2019,11,10,6,2019-11-10 10:51:00,2019-11-10 12:36:00,2019-11-10 10:39:00,2019-11-10 12:32:00,72408013739.0,49.0,0.0,30.06,10.0,14.0,72524014820.0,53.0,0.0,29.12,10.0,6.0
57104,DL,2265,MSP,BNA,2019-11-03,131,N608AT,-2,-4,0,0,0,0,0,N,2019,11,3,6,2019-11-03 17:49:00,2019-11-03 20:00:00,2019-11-03 17:47:00,2019-11-03 19:56:00,72658014922.0,43.0,0.0,28.93,10.0,0.0,72327013897.0,43.0,0.0,29.53,10.0,6.0
615293,AA,286,LIH,LAX,2019-11-28,334,N130AN,-5,-39,0,0,0,0,0,N,2019,11,28,3,2019-11-28 23:30:00,2019-11-29 07:04:00,2019-11-28 23:25:00,2019-11-29 06:25:00,91165022536.0,77.0,0.0,29.82,10.0,13.0,72295023174.0,44.0,0.0,29.43,8.0,3.0
52775,F9,2034,IAD,MCO,2019-11-03,153,N216FR,-8,-24,0,0,0,0,0,N,2019,11,3,6,2019-11-03 14:20:00,2019-11-03 16:53:00,2019-11-03 14:12:00,2019-11-03 16:29:00,72403093738.0,54.0,0.0,29.84,10.0,11.0,72205012815.0,76.0,0.0,29.95,10.0,16.0
381707,HA,215,OGG,HNL,2019-11-18,40,N481HA,-4,-9,0,0,0,0,0,N,2019,11,18,0,2019-11-18 11:35:00,2019-11-18 12:15:00,2019-11-18 11:31:00,2019-11-18 12:06:00,91190022516.0,87.0,0.0,29.85,10.0,22.0,91182022521.0,87.0,0.3,29.89,10.0,13.0
617489,AA,2260,BOS,PHX,2019-11-29,371,N917UY,-1,-4,0,0,0,0,0,N,2019,11,29,4,2019-11-29 06:17:00,2019-11-29 10:28:00,2019-11-29 06:16:00,2019-11-29 10:24:00,72509014739.0,34.0,0.0,30.06,10.0,15.0,72278023183.0,49.0,0.0,28.69,10.0,14.0
261780,AS,517,PSP,SEA,2019-11-12,175,N297AK,-5,39,0,0,39,0,0,N,2019,11,12,1,2019-11-12 19:30:00,2019-11-12 22:25:00,2019-11-12 19:25:00,2019-11-12 23:04:00,72286893138.0,70.0,0.0,29.53,10.0,7.0,72793024233.0,51.0,0.0,29.7,4.0,6.0
88970,UA,1410,PDX,SFO,2019-11-05,114,N485UA,-3,-15,0,0,0,0,0,N,2019,11,5,1,2019-11-05 07:30:00,2019-11-05 09:24:00,2019-11-05 07:27:00,2019-11-05 09:09:00,72698024229.0,44.0,0.0,30.08,0.12,3.0,72494023234.0,56.0,0.0,30.06,7.0,0.0
15970,AA,2463,ABQ,DFW,2019-11-01,108,N962NN,8,-3,0,0,0,0,0,N,2019,11,1,4,2019-11-01 16:34:00,2019-11-01 19:22:00,2019-11-01 16:42:00,2019-11-01 19:19:00,72365023050.0,59.0,0.0,24.87,10.0,0.0,72259003927.0,50.0,0.0,29.58,10.0,7.0
176680,AA,4575,MIA,CLE,2019-11-08,180,N418YX,23,38,0,0,15,0,23,N,2019,11,8,4,2019-11-08 21:33:00,2019-11-09 00:33:00,2019-11-08 21:56:00,2019-11-09 01:11:00,72202012839.0,81.0,0.0,29.92,10.0,0.0,72524014820.0,26.0,0.0,29.43,10.0,7.0
14983,AS,2179,SEA,RDM,2019-11-01,70,N443QX,-4,-1,0,0,0,0,0,N,2019,11,1,4,2019-11-01 17:30:00,2019-11-01 18:40:00,2019-11-01 17:26:00,2019-11-01 18:39:00,72793024233.0,47.0,0.0,29.92,10.0,8.0,72692024230.0,34.0,0.0,27.16,10.0,0.0
431057,NK,419,CLE,FLL,2019-11-20,170,N635NK,106,75,0,0,0,0,75,N,2019,11,20,2,2019-11-20 12:02:00,2019-11-20 14:52:00,2019-11-20 13:48:00,2019-11-20 16:07:00,72524014820.0,44.0,0.0,29.35,10.0,10.0,74783012849.0,78.0,0.0,30.08,10.0,8.0
249905,WN,369,MSP,MDW,2019-11-12,100,N924WN,-3,-25,0,0,0,0,0,N,2019,11,12,1,2019-11-12 11:50:00,2019-11-12 13:30:00,2019-11-12 11:47:00,2019-11-12 13:05:00,72658014922.0,16.0,0.0,29.52,10.0,7.0,72534014819.0,18.0,0.0,29.78,10.0,11.0
559026,DL,1987,ATL,MIA,2019-11-26,110,N339DN,-1,-6,0,0,0,0,0,N,2019,11,26,1,2019-11-26 08:35:00,2019-11-26 10:25:00,2019-11-26 08:34:00,2019-11-26 10:19:00,72219013874.0,47.0,0.0,28.93,10.0,0.0,72202012839.0,76.0,0.0,30.04,10.0,5.0
214233,NK,533,IND,LAS,2019-11-10,249,N654NK,-11,-2,0,0,0,0,0,N,2019,11,10,6,2019-11-10 20:12:00,2019-11-10 21:21:00,2019-11-10 20:01:00,2019-11-10 21:19:00,72438093819.0,53.0,0.0,29.13,10.0,0.0,72386023169.0,61.0,0.0,27.7,10.0,5.0
127119,AA,5647,HSV,CLT,2019-11-06,97,N500AE,-15,-19,0,0,0,0,0,N,2019,11,6,2,2019-11-06 19:06:00,2019-11-06 21:43:00,2019-11-06 18:51:00,2019-11-06 21:24:00,72323003856.0,61.0,0.0,29.57,10.0,5.0,72314013881.0,54.0,0.0,29.54,10.0,0.0
512844,DL,4700,HSV,DTW,2019-11-24,116,N832SK,-2,-4,0,0,0,0,0,N,2019,11,24,6,2019-11-24 06:15:00,2019-11-24 09:11:00,2019-11-24 06:13:00,2019-11-24 09:07:00,72323003856.0,40.0,0.0,29.29,10.0,5.0,72537094847.0,32.0,0.0,28.95,6.0,13.0
317308,WN,4059,DEN,IAD,2019-11-15,190,N8685B,0,-5,0,0,0,0,0,N,2019,11,15,4,2019-11-15 07:15:00,2019-11-15 12:25:00,2019-11-15 07:15:00,2019-11-15 12:20:00,72565003017.0,39.0,0.0,24.69,10.0,7.0,72403093738.0,52.0,0.0,29.87,10.0,8.0
630881,AA,3975,CLT,GSO,2019-11-29,55,N826AE,-4,-8,0,0,0,0,0,N,2019,11,29,4,2019-11-29 22:11:00,2019-11-29 23:06:00,2019-11-29 22:07:00,2019-11-29 22:58:00,72314013881.0,50.0,0.0,29.3,10.0,3.0,72317013723.0,49.0,0.0,29.15,10.0,0.0
160628,DL,3578,MSP,RST,2019-11-08,52,N449SW,-1,-11,0,0,0,0,0,N,2019,11,8,4,2019-11-08 11:25:00,2019-11-08 12:17:00,2019-11-08 11:24:00,2019-11-08 12:06:00,72658014922.0,30.0,0.0,29.34,10.0,15.0,72644014925.0,24.0,0.0,28.85,10.0,22.0
517043,AA,1233,SMF,DFW,2019-11-24,200,N148AN,-2,-17,0,0,0,0,0,N,2019,11,24,6,2019-11-24 07:09:00,2019-11-24 12:29:00,2019-11-24 07:07:00,2019-11-24 12:12:00,72483993225.0,38.0,0.0,30.16,4.0,3.0,72259003927.0,66.0,0.0,29.31,10.0,10.0
24868,DL,3330,LGA,BNA,2019-11-02,162,N933XJ,-6,-20,0,0,0,0,0,N,2019,11,2,5,2019-11-02 08:05:00,2019-11-02 09:47:00,2019-11-02 07:59:00,2019-11-02 09:27:00,72503014732.0,43.0,0.0,30.23,10.0,5.0,72327013897.0,52.0,0.0,29.64,10.0,9.0
294906,AS,2221,SEA,MFR,2019-11-14,87,N422QX,61,66,24,0,5,0,37,N,2019,11,14,3,2019-11-14 11:50:00,2019-11-14 13:17:00,2019-11-14 12:51:00,2019-11-14 14:23:00,72793024233.0,51.0,0.0,29.51,10.0,6.0,72597024225.0,56.0,0.0,28.59,10.0,3.0
643113,AA,885,MSN,DFW,2019-11-30,156,N751UW,11,6,0,0,0,0,0,N,2019,11,30,5,2019-11-30 13:06:00,2019-11-30 15:42:00,2019-11-30 13:17:00,2019-11-30 15:48:00,72641014837.0,35.0,0.03,28.78,1.5,17.0,72259003927.0,69.0,0.0,29.11,10.0,17.0
207562,DL,544,SLC,PHL,2019-11-10,260,N833DN,-2,-40,0,0,0,0,0,N,2019,11,10,6,2019-11-10 10:13:00,2019-11-10 16:33:00,2019-11-10 10:11:00,2019-11-10 15:53:00,72572024127.0,47.0,0.0,25.85,10.0,3.0,72408013739.0,54.0,0.0,30.0,10.0,11.0
36931,AS,2624,SEA,LAS,2019-11-02,145,N644QX,-3,-1,0,0,0,0,0,N,2019,11,2,5,2019-11-02 17:35:00,2019-11-02 20:00:00,2019-11-02 17:32:00,2019-11-02 19:59:00,72793024233.0,51.0,0.0,29.75,10.0,6.0,72386023169.0,60.0,0.0,27.79,10.0,3.0
73559,WN,1006,BWI,TPA,2019-11-04,150,N7752B,0,-3,0,0,0,0,0,N,2019,11,4,0,2019-11-04 12:30:00,2019-11-04 15:00:00,2019-11-04 12:30:00,2019-11-04 14:57:00,72406093721.0,60.0,0.0,30.11,10.0,7.0,72211012842.0,84.0,0.0,30.02,10.0,7.0
493612,UA,5094,IAD,LWB,2019-11-23,71,N464SW,-10,-11,0,0,0,0,0,N,2019,11,23,5,2019-11-23 08:30:00,2019-11-23 09:41:00,2019-11-23 08:20:00,2019-11-23 09:30:00,72403093738.0,33.0,0.0,29.74,10.0,0.0,72412753801.0,32.0,0.02,27.55,10.0,5.0
25167,WN,3310,SAN,DEN,2019-11-02,150,N8568Z,-2,-15,0,0,0,0,0,N,2019,11,2,5,2019-11-02 06:30:00,2019-11-02 10:00:00,2019-11-02 06:28:00,2019-11-02 09:45:00,72290023188.0,53.0,0.0,30.04,10.0,3.0,72565003017.0,38.0,0.0,24.74,10.0,0.0
1959,AA,5559,CLT,AVL,2019-11-01,56,N539EA,47,36,0,0,0,0,36,N,2019,11,1,4,2019-11-01 07:53:00,2019-11-01 08:49:00,2019-11-01 08:40:00,2019-11-01 09:25:00,72314013881.0,42.0,0.0,29.42,10.0,8.0,72315003812.0,36.0,0.0,27.99,10.0,15.0
413831,AA,808,DFW,PHL,2019-11-19,184,N188AN,7,16,7,0,9,0,0,N,2019,11,19,1,2019-11-19 14:49:00,2019-11-19 18:53:00,2019-11-19 14:56:00,2019-11-19 19:09:00,72259003927.0,78.0,0.0,29.25,10.0,11.0,72408013739.0,49.0,0.0,29.83,9.0,0.0
232218,AA,5993,OKC,PHX,2019-11-11,146,N329MS,77,79,1,0,2,0,76,N,2019,11,11,0,2019-11-11 15:53:00,2019-11-11 17:19:00,2019-11-11 17:10:00,2019-11-11 18:38:00,72353013967.0,26.0,0.0,29.07,10.0,24.0,72278023183.0,84.0,0.0,28.75,10.0,11.0
573824,AA,5844,ABQ,DFW,2019-11-26,110,N245LR,-3,-11,0,0,0,0,0,N,2019,11,26,1,2019-11-26 18:26:00,2019-11-26 21:16:00,2019-11-26 18:23:00,2019-11-26 21:05:00,72365023050.0,33.0,0.0,24.65,10.0,13.0,72259003927.0,64.0,0.0,29.17,10.0,17.0
